mjtNum: double, ntrial per row: 50000

== candidate rules, double, unit scale
family          scale   solver                 recon_max recon_med  offd_max  axis_max  orth_max  eval_max it_avg it_mx     ncap
exact_triple    1e+00   float:ttest(1)           3.1e-16   7.1e-17   3.1e-16   0.0e+00   0.0e+00   5.9e-08   0.00     0        0
exact_triple    1e+00   float:ttest(1)+stable    3.1e-16   7.1e-17   3.1e-16   0.0e+00   0.0e+00   5.9e-08   0.00     0        0
exact_triple    1e+00   float:rel(4)             3.1e-16   7.1e-17   3.1e-16   0.0e+00   0.0e+00   5.9e-08   0.00     0        0
exact_triple    1e+00   float:rel(8)             3.1e-16   7.1e-17   3.1e-16   0.0e+00   0.0e+00   5.9e-08   0.00     0        0
exact_triple    1e+00   float:rel(16)            3.1e-16   7.1e-17   3.1e-16   0.0e+00   0.0e+00   5.9e-08   0.00     0        0
exact_triple    1e+00   float:rel(32)            3.1e-16   7.1e-17   3.1e-16   0.0e+00   0.0e+00   5.9e-08   0.00     0        0
exact_triple    1e+00   float:rel(8)+legacyhalf   3.1e-16   7.1e-17   3.1e-16   0.0e+00   0.0e+00   5.9e-08   0.00     0        0
exact_triple    1e+00   float:progress           3.1e-16   7.1e-17   3.1e-16   0.0e+00   0.0e+00   5.9e-08   1.00     1        0
exact_triple    1e+00   float:rel(8)+progress    3.1e-16   7.1e-17   3.1e-16   0.0e+00   0.0e+00   5.9e-08   0.00     0        0
exact_pair_int  1e+00   float:current            1.1e-06   3.0e-07   5.9e-07   0.0e+00   6.7e-07   0.0e+00   1.58     2        0
exact_pair_int  1e+00   float:nocos              1.1e-06   3.0e-07   5.9e-07   0.0e+00   6.7e-07   0.0e+00 473.36   500    47336
exact_pair_int  1e+00   float:nocos+stable       1.1e-06   3.3e-07   3.3e-07   0.0e+00   6.4e-07   0.0e+00 473.36   500    47336
exact_pair_int  1e+00   float:ttest(1)           1.1e-06   3.1e-07   5.9e-07   0.0e+00   6.7e-07   0.0e+00  94.25   500     9303
exact_pair_int  1e+00   float:ttest(1)+stable    1.1e-06   3.6e-07   3.1e-07   0.0e+00   6.5e-07   0.0e+00   2.48   500       86
exact_pair_int  1e+00   float:rel(4)             1.1e-06   3.6e-07   3.1e-07   0.0e+00   6.5e-07   0.0e+00   1.58     2        0
exact_pair_int  1e+00   float:rel(8)             1.1e-06   3.6e-07   3.1e-07   0.0e+00   6.5e-07   0.0e+00   1.58     2        0
exact_pair_int  1e+00   float:rel(16)            1.1e-06   3.6e-07   3.1e-07   0.0e+00   6.5e-07   0.0e+00   1.58     2        0
exact_pair_int  1e+00   float:rel(32)            1.1e-06   3.6e-07   3.1e-07   0.0e+00   6.5e-07   0.0e+00   1.58     2        0
exact_pair_int  1e+00   float:rel(8)+legacyhalf   1.1e-06   3.0e-07   5.9e-07   0.0e+00   6.7e-07   0.0e+00   1.58     2        0
exact_pair_int  1e+00   float:progress           1.1e-06   3.1e-07   3.0e-07   0.0e+00   6.4e-07   0.0e+00   3.43     7        0
exact_pair_int  1e+00   float:rel(8)+progress    1.1e-06   3.6e-07   3.1e-07   0.0e+00   6.5e-07   0.0e+00   1.58     2        0
rank2           1e+00   float:current            1.0e-03   3.7e-05   1.1e-03   0.0e+00   7.3e-07   1.5e-06   5.00     7        0
rank2           1e+00   float:nocos              1.0e-03   3.7e-05   1.1e-03   0.0e+00   7.3e-07   1.4e-06 500.00   500    50000
rank2           1e+00   float:nocos+stable       1.3e-06   3.3e-07   5.3e-07   0.0e+00   7.6e-07   1.4e-06 500.00   500    50000
rank2           1e+00   float:ttest(1)           1.0e-03   3.7e-05   1.1e-03   0.0e+00   7.3e-07   1.4e-06 500.00   500    50000
rank2           1e+00   float:ttest(1)+stable    1.5e-06   3.4e-07   5.4e-07   0.0e+00   7.5e-07   1.5e-06   8.69   500      215
rank2           1e+00   float:rel(4)             1.5e-06   3.6e-07   7.0e-07   0.0e+00   7.5e-07   1.5e-06   6.17     8        0
rank2           1e+00   float:rel(8)             1.8e-06   3.9e-07   1.2e-06   0.0e+00   7.5e-07   1.6e-06   6.06     8        0
rank2           1e+00   float:rel(16)            2.8e-06   4.4e-07   2.1e-06   0.0e+00   7.5e-07   1.6e-06   5.95     8        0
rank2           1e+00   float:rel(32)            4.3e-06   5.1e-07   4.0e-06   0.0e+00   7.5e-07   1.6e-06   5.84     8        0
rank2           1e+00   float:rel(8)+legacyhalf   1.0e-03   3.7e-05   1.1e-03   0.0e+00   7.3e-07   1.4e-06 499.90   500    49990
rank2           1e+00   float:progress           1.5e-06   3.3e-07   5.5e-07   0.0e+00   7.6e-07   1.5e-06   8.49    30        0
rank2           1e+00   float:rel(8)+progress    1.8e-06   3.9e-07   1.2e-06   0.0e+00   7.5e-07   1.6e-06   6.06     8        0
rank1           1e+00   float:current            5.6e-04   4.5e-07   7.9e-04   0.0e+00   7.3e-07   1.6e-06   2.00     4        0
rank1           1e+00   float:nocos              5.6e-04   4.4e-07   7.9e-04   0.0e+00   7.3e-07   1.5e-06 500.00   500    50000
rank1           1e+00   float:nocos+stable       1.3e-06   3.3e-07   5.2e-07   0.0e+00   7.3e-07   1.6e-06 500.00   500    50000
rank1           1e+00   float:ttest(1)           5.6e-04   4.4e-07   7.9e-04   0.0e+00   7.3e-07   1.6e-06 323.95   500    32323
rank1           1e+00   float:ttest(1)+stable    1.7e-06   3.3e-07   5.7e-07   0.0e+00   7.0e-07   1.6e-06   2.10   500        7
rank1           1e+00   float:rel(4)             1.7e-06   3.3e-07   7.1e-07   0.0e+00   7.0e-07   1.6e-06   2.00     3        0
rank1           1e+00   float:rel(8)             1.7e-06   3.3e-07   7.1e-07   0.0e+00   7.0e-07   1.6e-06   2.00     2        0
rank1           1e+00   float:rel(16)            1.7e-06   3.3e-07   7.1e-07   0.0e+00   7.0e-07   1.6e-06   2.00     2        0
rank1           1e+00   float:rel(32)            1.7e-06   3.3e-07   7.1e-07   0.0e+00   7.0e-07   1.6e-06   2.00     2        0
rank1           1e+00   float:rel(8)+legacyhalf   5.6e-04   4.5e-07   7.9e-04   0.0e+00   7.3e-07   1.6e-06  70.03   500     6830
rank1           1e+00   float:progress           1.4e-06   3.3e-07   5.4e-07   0.0e+00   7.0e-07   1.6e-06   4.31   500        5
rank1           1e+00   float:rel(8)+progress    1.7e-06   3.3e-07   7.1e-07   0.0e+00   7.0e-07   1.6e-06   2.00     2        0
near_diagonal   1e+00   float:current            4.1e-04   2.4e-07   4.1e-04   0.0e+00   5.9e-07   0.0e+00   0.34     6        0
near_diagonal   1e+00   float:nocos              4.1e-04   2.4e-07   4.1e-04   0.0e+00   6.1e-07   0.0e+00 338.83   500    33883
near_diagonal   1e+00   float:nocos+stable       1.5e-06   2.4e-07   1.8e-07   0.0e+00   7.0e-07   0.0e+00 102.25   500    10077
near_diagonal   1e+00   float:ttest(1)           4.1e-04   2.4e-07   4.1e-04   0.0e+00   6.1e-07   0.0e+00 174.72   500    17472
near_diagonal   1e+00   float:ttest(1)+stable    1.5e-06   2.4e-07   2.6e-07   0.0e+00   7.0e-07   0.0e+00   1.14   500        1
near_diagonal   1e+00   float:rel(4)             1.5e-06   2.4e-07   5.5e-07   0.0e+00   7.0e-07   0.0e+00   0.92     8        0
near_diagonal   1e+00   float:rel(8)             1.5e-06   2.4e-07   1.0e-06   0.0e+00   7.0e-07   0.0e+00   0.86     8        0
near_diagonal   1e+00   float:rel(16)            2.0e-06   2.4e-07   1.9e-06   0.0e+00   7.0e-07   0.0e+00   0.79     7        0
near_diagonal   1e+00   float:rel(32)            3.8e-06   2.4e-07   3.8e-06   0.0e+00   7.0e-07   0.0e+00   0.71     7        0
near_diagonal   1e+00   float:rel(8)+legacyhalf   4.1e-04   2.4e-07   4.1e-04   0.0e+00   6.1e-07   0.0e+00 137.17   500    13717
near_diagonal   1e+00   float:progress           1.5e-06   2.4e-07   1.8e-07   0.0e+00   7.0e-07   0.0e+00   5.02    14        0
near_diagonal   1e+00   float:rel(8)+progress    1.5e-06   2.4e-07   1.0e-06   0.0e+00   7.0e-07   0.0e+00   0.86     8        0
inertia_cloud   1e+00   float:current            5.1e-04   4.4e-05   4.1e-04   0.0e+00   6.9e-07   0.0e+00   4.06     6        0
inertia_cloud   1e+00   float:nocos              5.1e-04   4.4e-05   4.1e-04   0.0e+00   6.9e-07   0.0e+00 500.00   500    50000
inertia_cloud   1e+00   float:nocos+stable       1.1e-06   3.2e-07   2.2e-07   0.0e+00   7.0e-07   0.0e+00 500.00   500    50000
inertia_cloud   1e+00   float:ttest(1)           5.1e-04   4.4e-05   4.1e-04   0.0e+00   6.9e-07   0.0e+00 500.00   500    50000
inertia_cloud   1e+00   float:ttest(1)+stable    1.1e-06   3.2e-07   2.4e-07   0.0e+00   6.9e-07   0.0e+00  11.71   500      540
inertia_cloud   1e+00   float:rel(4)             1.2e-06   3.4e-07   6.0e-07   0.0e+00   7.0e-07   0.0e+00   5.26     7        0
inertia_cloud   1e+00   float:rel(8)             1.5e-06   3.7e-07   1.1e-06   0.0e+00   7.0e-07   0.0e+00   5.16     7        0
inertia_cloud   1e+00   float:rel(16)            2.5e-06   4.1e-07   2.0e-06   0.0e+00   7.0e-07   0.0e+00   5.05     7        0
inertia_cloud   1e+00   float:rel(32)            4.1e-06   4.6e-07   3.9e-06   0.0e+00   7.0e-07   0.0e+00   4.94     7        0
inertia_cloud   1e+00   float:rel(8)+legacyhalf   5.1e-04   4.4e-05   4.1e-04   0.0e+00   6.9e-07   0.0e+00 499.73   500    49973
inertia_cloud   1e+00   float:progress           1.1e-06   3.2e-07   2.4e-07   0.0e+00   6.9e-07   0.0e+00   8.07    19        0
inertia_cloud   1e+00   float:rel(8)+progress    1.5e-06   3.7e-07   1.1e-06   0.0e+00   7.0e-07   0.0e+00   5.16     7        0
tiny_rotation   1e+00   float:current            1.2e-03   6.4e-06   1.3e-03   0.0e+00   7.2e-07   1.1e-06   3.02     7        0
tiny_rotation   1e+00   float:nocos              1.2e-03   6.4e-06   1.3e-03   0.0e+00   7.2e-07   1.1e-06 396.28   500    39628
tiny_rotation   1e+00   float:nocos+stable       1.1e-06   7.0e-11   4.6e-07   0.0e+00   6.6e-07   1.1e-06 250.51   500    24967
tiny_rotation   1e+00   float:ttest(1)           1.2e-03   6.4e-06   1.3e-03   0.0e+00   7.2e-07   1.1e-06 285.58   500    28558
tiny_rotation   1e+00   float:ttest(1)+stable    1.3e-06   1.2e-07   6.2e-07   0.0e+00   6.6e-07   1.1e-06   4.40   500       35
tiny_rotation   1e+00   float:rel(4)             1.3e-06   1.5e-07   7.3e-07   0.0e+00   6.6e-07   1.1e-06   3.89     9        0
tiny_rotation   1e+00   float:rel(8)             1.5e-06   1.6e-07   1.2e-06   0.0e+00   6.6e-07   1.1e-06   3.81     8        0
tiny_rotation   1e+00   float:rel(16)            2.2e-06   1.9e-07   2.1e-06   0.0e+00   6.6e-07   1.1e-06   3.73     8        0
tiny_rotation   1e+00   float:rel(32)            3.9e-06   2.2e-07   4.1e-06   0.0e+00   6.6e-07   1.1e-06   3.63     8        0
tiny_rotation   1e+00   float:rel(8)+legacyhalf   1.2e-03   6.4e-06   1.3e-03   0.0e+00   7.2e-07   1.1e-06 271.43   500    27143
tiny_rotation   1e+00   float:progress           1.3e-06   7.0e-11   5.1e-07   0.0e+00   6.4e-07   1.1e-06   7.03    15        0
tiny_rotation   1e+00   float:rel(8)+progress    1.5e-06   1.6e-07   1.2e-06   0.0e+00   6.6e-07   1.1e-06   3.81     8        0
indefinite      1e+00   float:current            1.2e-03   4.7e-05   1.3e-03   0.0e+00   7.1e-07   1.3e-06   5.03     7        0
indefinite      1e+00   float:nocos              1.2e-03   4.7e-05   1.3e-03   0.0e+00   7.1e-07   1.3e-06 500.00   500    50000
indefinite      1e+00   float:nocos+stable       1.3e-06   3.5e-07   6.5e-07   0.0e+00   7.3e-07   1.5e-06 500.00   500    50000
indefinite      1e+00   float:ttest(1)           1.2e-03   4.7e-05   1.3e-03   0.0e+00   7.1e-07   1.3e-06 500.00   500    50000
indefinite      1e+00   float:ttest(1)+stable    1.4e-06   3.5e-07   6.4e-07   0.0e+00   7.3e-07   1.5e-06  14.73   500      783
indefinite      1e+00   float:rel(4)             1.5e-06   3.7e-07   6.9e-07   0.0e+00   7.4e-07   1.5e-06   6.26     8        0
indefinite      1e+00   float:rel(8)             1.8e-06   4.0e-07   1.2e-06   0.0e+00   7.4e-07   1.5e-06   6.15     8        0
indefinite      1e+00   float:rel(16)            2.6e-06   4.5e-07   2.2e-06   0.0e+00   7.5e-07   1.5e-06   6.04     8        0
indefinite      1e+00   float:rel(32)            4.4e-06   5.2e-07   3.9e-06   0.0e+00   7.5e-07   1.5e-06   5.93     8        0
indefinite      1e+00   float:rel(8)+legacyhalf   1.2e-03   4.7e-05   1.3e-03   0.0e+00   7.1e-07   1.3e-06 499.19   500    49918
indefinite      1e+00   float:progress           1.4e-06   3.5e-07   6.4e-07   0.0e+00   7.3e-07   1.5e-06   8.55    21        0
indefinite      1e+00   float:rel(8)+progress    1.8e-06   4.0e-07   1.2e-06   0.0e+00   7.4e-07   1.5e-06   6.15     8        0
