time,input_angle,output_angle,input_velocity,output_velocity,input_acceleration,input_torque,output_torque,static_reference_torque,deflection_m,span_error_m,closure_m,kinetic_J,input_power_W,output_power_W,equality_power_W,rows,q0,q1
0.648,1.69842185,1.96958991,-0.19830958,-0.0937053229,-22.7536647,-0.0975614996,0.0937053229,-0.0457859468,-3.18055916e-06,3.17636158e-06,3.17636158e-06,4.31474077e-05,0.01934738,-0.00878068754,-0.000488279019,1,0.127625526,0.0610827075
0.65,1.69796829,1.96937471,-0.243883907,-0.115947758,-22.8392265,-0.108607003,0.115947758,-0.0566468133,-1.90023699e-06,1.89775512e-06,1.89775512e-06,6.56945296e-05,0.0264875003,-0.0134438825,-0.00056185778,1,0.127171966,0.0608675065
0.652,1.69742338,1.96911493,-0.289615752,-0.138261496,-22.9066109,-0.119638441,0.138261496,-0.0675380345,-6.16149985e-07,6.15355326e-07,6.15355326e-07,9.30629286e-05,0.0346491772,-0.0191162412,-0.00063527767,1,0.126627055,0.0606077284
0.654,1.69678685,1.96881046,-0.335468635,-0.160626961,-22.9556572,-0.130644986,0.160626961,-0.0784491778,6.70310407e-07,-6.69458646e-07,6.69458646e-07,0.000125270694,0.0438272952,-0.0258010206,-0.000708226087,1,0.125990524,0.0603032551
0.656,1.6960585,1.96846121,-0.381405771,-0.183024405,-22.9862207,-0.141615764,0.183024405,-0.0893697194,1.95774298e-06,-1.9552976e-06,1.9552976e-06,0.000162319683,0.0540130695,-0.0334979328,-0.000780387946,1,0.125262176,0.0599540078
0.658,1.69523821,1.96806715,-0.427390094,-0.205433927,-22.9981731,-0.152539869,0.205433927,-0.100289057,3.24473842e-06,-3.24076382e-06,3.24076382e-06,0.000204195302,0.0651940288,-0.0422030985,-0.000851446979,1,0.124441888,0.0595599474
0.66,1.69432594,1.96762828,-0.473384296,-0.227835497,-22.9914026,-0.163406377,0.227835497,-0.111196522,4.52988095e-06,-4.52445263e-06,4.52445263e-06,0.000250866343,0.0773540126,-0.0519090135,-0.000921087061,1,0.123529614,0.0591210748
0.662,1.69332171,1.96714463,-0.519350857,-0.25020897,-22.9658142,-0.174204359,0.25020897,-0.122081391,5.81175014e-06,-5.80495402e-06,5.80495402e-06,0.000302284884,0.090473183,-0.0626045289,-0.000988993581,1,0.12252538,0.058637431
0.664,1.69222562,1.9666163,-0.565252079,-0.272534116,-22.9213296,-0.184922893,0.272534116,-0.132932902,7.08892271e-06,-7.08085444e-06,7.08085444e-06,0.000358386242,0.10452805,-0.0742748446,-0.00105485485,1,0.121429288,0.0581090975
0.666,1.69103784,1.9660434,-0.611050123,-0.294790634,-22.8578876,-0.195551079,0.294790634,-0.143740263,8.35997441e-06,-8.35073852e-06,8.35073852e-06,0.000419088996,0.119491511,-0.0869015178,-0.00111836352,1,0.120241517,0.0575361963
0.668,1.68975865,1.96542609,-0.656707037,-0.316958176,-22.7754441,-0.206078053,0.316958176,-0.15449267,9.62348202e-06,-9.61319098e-06,9.61319098e-06,0.000484295066,0.135332908,-0.100462485,-0.00117921807,1,0.118962321,0.0569188901
0.67,1.68838836,1.96476458,-0.702184796,-0.33901637,-22.6739721,-0.216493001,0.33901637,-0.165179317,1.08780254e-05,-1.08667986e-05,1.08667986e-05,0.000553889855,0.152018094,-0.114932099,-0.00123712424,1,0.117592029,0.0562573823
0.672,1.68692737,1.96405912,-0.747445332,-0.360944842,-22.5534619,-0.226785171,0.360944842,-0.17578941,1.21221897e-05,-1.21101524e-05,1.21101524e-05,0.000627742456,0.169509518,-0.130281179,-0.00129179659,1,0.116131047,0.0555519171
0.674,1.68537618,1.96330998,-0.792450573,-0.382723236,-22.4139213,-0.236943893,0.382723236,-0.186312185,1.33545674e-05,-1.33418494e-05,1.33418494e-05,0.000705705919,0.187766324,-0.146477076,-0.00134295991,1,0.114579857,0.0548027794
0.676,1.68373534,1.9625175,-0.837162472,-0.404331241,-22.2553753,-0.246958586,0.404331241,-0.196736917,1.45737607e-05,-1.45604953e-05,1.45604953e-05,0.000787617581,0.20674446,-0.163483752,-0.00139035079,1,0.112939017,0.0540102947
0.678,1.68200549,1.96168203,-0.88154305,-0.425748608,-22.0778664,-0.256818778,0.425748608,-0.207052936,1.57783841e-05,-1.57647066e-05,1.57647066e-05,0.00087329946,0.226396808,-0.181261877,-0.00143371907,1,0.111209161,0.0531748292
0.68,1.68018733,1.96080399,-0.925554422,-0.446955178,-21.8814545,-0.266514119,0.446955178,-0.217249645,1.69670664e-05,-1.69531128e-05,1.69531128e-05,0.000962558705,0.246673321,-0.199768931,-0.00147282932,1,0.109391,0.0522967893
0.682,1.67828165,1.95988382,-0.969158837,-0.467930903,-21.6662171,-0.276034397,0.467930903,-0.227316529,1.81384534e-05,-1.81243594e-05,1.81243594e-05,0.00105518811,0.267521175,-0.21895933,-0.00150746227,1,0.107485319,0.0513766216
0.684,1.67628931,1.95892201,-1.01231871,-0.488655871,-21.4322489,-0.285369549,0.488655871,-0.237243173,1.92912109e-05,-1.92771098e-05,1.92771098e-05,0.00115096669,0.288884935,-0.23878456,-0.00153741621,1,0.10549298,0.0504148129
0.686,1.67421124,1.95791909,-1.05499667,-0.509110326,-21.1796621,-0.294509683,0.509110326,-0.247019277,2.04240267e-05,-2.04100485e-05,2.04100485e-05,0.00124966031,0.310706735,-0.259193324,-0.00156250836,1,0.103414916,0.0494118893
0.688,1.67204847,1.95687562,-1.09715557,-0.529274697,-20.9085864,-0.303445084,0.529274697,-0.256634669,2.15356134e-05,-2.15218833e-05,2.15218833e-05,0.00135102235,0.332926463,-0.280131704,-0.00158257616,1,0.101252141,0.0483684163
0.69,1.66980206,1.9557922,-1.13875853,-0.549129614,-20.6191684,-0.312166237,0.549129614,-0.266079322,2.26247116e-05,-2.26113486e-05,2.26113486e-05,0.00145479447,0.355481965,-0.301543333,-0.00159747847,1,0.099005736,0.0472849984
0.692,1.66747319,1.95466948,-1.179769,-0.568655941,-20.3115723,-0.320663836,0.568655941,-0.275343369,2.36900922e-05,-2.36772078e-05,2.36772078e-05,0.00156070739,0.378309252,-0.323369579,-0.00160709671,1,0.0966768604,0.0461622784
0.694,1.66506307,1.95350814,-1.22015074,-0.587834791,-19.9859791,-0.328928803,0.587834791,-0.284417115,2.47305595e-05,-2.4718256e-05,2.4718256e-05,0.00166848172,0.401342723,-0.345549741,-0.00161133595,1,0.0942667442,0.0450009372
0.696,1.66257302,1.9523089,-1.25986792,-0.606647556,-19.642587,-0.336952299,0.606647556,-0.293291055,2.57449537e-05,-2.57333236e-05,2.57333236e-05,0.00177782886,0.424515393,-0.368021257,-0.00161012579,1,0.0917766896,0.0438016931
0.698,1.6600044,1.9510725,-1.29888509,-0.625075926,-19.2816109,-0.344725742,0.625075926,-0.301955891,2.67321541e-05,-2.67212784e-05,2.67212784e-05,0.0018884519,0.447759128,-0.390719914,-0.00160342121,1,0.0892080702,0.042565301
0.7,1.65735866,1.94979975,-1.33716726,-0.643101918,-18.9032824,-0.35224082,0.643101918,-0.31040254,2.76910817e-05,-2.76810288e-05,2.76810288e-05,0.00200004661,0.471004892,-0.413580077,-0.00159120328,1,0.0865623297,0.0412925524
0.702,1.65463731,1.94849148,-1.3746799,-0.660707892,-18.5078497,-0.359489501,0.660707892,-0.318622155,2.8620702e-05,-2.86115271e-05,2.86115271e-05,0.00211230245,0.494182993,-0.436534919,-0.00157347966,1,0.0838409815,0.0399842741
0.704,1.65184193,1.94714853,-1.41138901,-0.677876581,-18.0955774,-0.366464055,0.677876581,-0.326606136,2.95200278e-05,-2.95117715e-05,2.95117715e-05,0.00222490358,0.51722334,-0.459516659,-0.00155028506,1,0.0810456071,0.0386413278
0.706,1.64897418,1.94577181,-1.4472611,-0.69459111,-17.6667462,-0.373157062,0.69459111,-0.334346149,3.0388122e-05,-3.03808098e-05,3.03808098e-05,0.00233752993,0.540055701,-0.48245681,-0.00152168146,1,0.0781778556,0.0372646092
0.708,1.64603577,1.94436225,-1.48226329,-0.710835019,-17.2216527,-0.379561424,0.710835019,-0.341834131,3.12241004e-05,-3.12177417e-05,3.12177417e-05,0.00244985831,0.562609967,-0.505286424,-0.00148775819,1,0.0752394422,0.0358550473
0.71,1.64302847,1.94292081,-1.51636328,-0.726592287,-16.7606093,-0.385670383,0.726592287,-0.349062315,3.20271338e-05,-3.20217218e-05,3.20217218e-05,0.00256156349,0.584816408,-0.527936352,-0.00144863183,1,0.0722321472,0.0344136034
0.712,1.63995414,1.94144847,-1.54952942,-0.741847354,-16.283944,-0.391477527,0.741847354,-0.356023235,3.27964509e-05,-3.27919619e-05,3.27919619e-05,0.00267231938,0.606605945,-0.550337496,-0.00140444597,1,0.0691578146,0.0329412704
0.714,1.63681468,1.93994627,-1.58173071,-0.756585138,-15.7919998,-0.396976809,0.756585138,-0.362709742,3.35313407e-05,-3.35277338e-05,3.35277338e-05,0.00278180009,0.627910409,-0.572421071,-0.00135537069,1,0.066018351,0.0314390715
0.716,1.63361205,1.93841526,-1.61293686,-0.770791064,-15.2851348,-0.402162551,0.770791064,-0.369115017,3.42311548e-05,-3.42283718e-05,3.42283718e-05,0.00288968116,0.648662803,-0.594118864,-0.00130160196,1,0.0628157241,0.0299080596
0.718,1.63034829,1.93685652,-1.64311831,-0.784451075,-14.7637216,-0.40702946,0.784451075,-0.375232583,3.48953089e-05,-3.48932745e-05,3.48932745e-05,0.00299564064,0.66879756,-0.615363489,-0.00124336081,1,0.0595519611,0.028349316
0.72,1.62702547,1.93527115,-1.67224626,-0.797551661,-14.2281474,-0.411572634,0.797551661,-0.381056316,3.55232858e-05,-3.55219074e-05,3.55219074e-05,0.00309936029,0.688250797,-0.636088652,-0.00118089226,1,0.0562291478,0.0267639497
0.722,1.62364575,1.9336603,-1.70029267,-0.810079872,-13.6788134,-0.415787574,0.810079872,-0.386580455,3.61146364e-05,-3.61138048e-05,3.61138048e-05,0.0032005267,0.706960565,-0.656229398,-0.00111446414,1,0.0528494261,0.0251530957
0.724,1.62021132,1.93202512,-1.72723034,-0.822023337,-13.1161342,-0.419670192,0.822023337,-0.391799614,3.66689815e-05,-3.66685714e-05,3.66685714e-05,0.00329883242,0.724867089,-0.675722366,-0.00104436571,1,0.0494149933,0.0235179143
0.726,1.61672443,1.93036679,-1.7530329,-0.833370285,-12.5405381,-0.423216819,0.833370285,-0.396708793,3.71860134e-05,-3.71858837e-05,3.71858837e-05,0.00339397708,0.741913005,-0.694506032,-0.000970906037,1,0.0459281001,0.0218595899
0.728,1.61318738,1.92868653,-1.77767483,-0.844109559,-11.9524663,-0.426424209,0.844109559,-0.401303382,3.76654968e-05,-3.76654917e-05,3.76654917e-05,0.00348566847,0.758043584,-0.712520947,-0.000894412299,1,0.0423910486,0.0201793294
0.73,1.60960252,1.92698556,-1.80113154,-0.854230633,-11.3523727,-0.429289549,0.854230633,-0.405579173,3.81072701e-05,-3.81072197e-05,3.81072197e-05,0.00357362365,0.773206946,-0.729709974,-0.000815227864,1,0.038806191,0.0184783616
0.732,1.60597225,1.92526514,-1.82337931,-0.863723626,-10.7407231,-0.431810463,0.863723626,-0.409532368,3.85112457e-05,-3.85109672e-05,3.85109672e-05,0.00365756993,0.787354265,-0.746018502,-0.000733710243,1,0.0351759275,0.0167579352
0.734,1.60229903,1.92352652,-1.84439541,-0.872579317,-10.1179956,-0.433985013,0.872579317,-0.413159581,3.88774105e-05,-3.88767095e-05,3.88767095e-05,0.00373724591,0.800439964,-0.761394664,-0.000650228903,1,0.0315027045,0.0150193181
0.736,1.59858534,1.921771,-1.86415803,-0.880789157,-9.48467931,-0.435811706,0.880789157,-0.416457848,3.92058264e-05,-3.92044981e-05,3.92044981e-05,0.00381240247,0.81242189,-0.775789539,-0.000565162966,1,0.0277890129,0.0132637956
0.738,1.59483371,1.91999987,-1.88264637,-0.888345283,-8.84127456,-0.437289495,0.888345283,-0.419424629,3.94966296e-05,-3.94944601e-05,3.94944601e-05,0.00388280362,0.82326148,-0.789157341,-0.000478898803,1,0.0240373858,0.0114926694
0.74,1.59104672,1.91821446,-1.89984064,-0.895240524,-8.18829209,-0.438417779,0.895240524,-0.422057814,3.97500309e-05,-3.97467986e-05,3.97467986e-05,0.00394822745,0.832923912,-0.801455595,-0.000391827537,1,0.0202503965,0.00970725599
0.742,1.58722698,1.91641609,-1.91572207,-0.901468415,-7.52625277,-0.439196403,0.901468415,-0.42435572,3.99663141e-05,-3.99617915e-05,3.99617915e-05,0.00400846691,0.84137824,-0.812645303,-0.000304342495,1,0.0164306569,0.00790888534
0.744,1.58337714,1.9146061,-1.93027294,-0.907023202,-6.85568705,-0.439625658,0.907023202,-0.4263171,4.01458358e-05,-4.01397909e-05,4.01397909e-05,0.00406333059,0.84859751,-0.822691089,-0.000216836608,1,0.0125808149,0.00609889944
0.746,1.57949988,1.91278585,-1.9434766,-0.911899852,-6.1771345,-0.439706278,0.911899852,-0.427941139,4.02890234e-05,-4.02812215e-05,4.02812215e-05,0.00411264346,0.854558863,-0.831561341,-0.00012969979,1,0.00870355274,0.0042786509
0.748,1.57559791,1.9109567,-1.9553175,-0.916094055,-5.49114336,-0.439439436,0.916094055,-0.429227452,4.03963739e-05,-4.0386579e-05,4.0386579e-05,0.00415624746,0.859243618,-0.839228317,-4.33163243e-05,1,0.00480158432,0.00244950151
0.75,1.57167398,1.90912002,-1.96578116,-0.919602228,-4.79826994,-0.43882674,0.919602228,-0.430176086,4.04684514e-05,-4.04564283e-05,4.04564283e-05,0.00419400214,0.862637339,-0.845668258,4.19377257e-05,1,0.00087765348,0.000612820751
0.752,1.56773086,1.90727719,-1.97485425,-0.922421522,-4.09907821,-0.437870228,0.922421522,-0.430787515,4.05058854e-05,-4.04914011e-05,4.04914011e-05,0.00422578518,0.864729881,-0.850861465,0.000125697059,1,-0.00306546847,-0.00123001565
0.754,1.56377134,1.90542957,-1.98252455,-0.924549818,-3.39413919,-0.43657236,0.924549818,-0.431062636,4.05093677e-05,-4.04921931e-05,4.04921931e-05,0.00425149279,0.865515423,-0.854792367,0.000207609603,1,-0.00702498493,-0.00307762716
0.756,1.55979825,1.90357857,-1.98878101,-0.92598573,-2.68403049,-0.434936008,0.92598573,-0.431002763,4.04796494e-05,-4.04595612e-05,4.04595612e-05,0.00427104015,0.864992474,-0.857449572,0.000287338879,1,-0.0109980763,-0.00492862994
0.758,1.55581442,1.90172556,-1.99361372,-0.926728601,-1.96933569,-0.432964451,0.926728601,-0.430609625,4.0417538e-05,-4.039432e-05,4.039432e-05,0.00428436169,0.863163872,-0.858825899,0.000364566253,1,-0.0149819024,-0.00678163829
0.76,1.55182272,1.89987194,-1.99701396,-0.9267785,-1.25064385,-0.430661364,0.9267785,-0.429885351,4.03238936e-05,-4.02973386e-05,4.02973386e-05,0.00429141135,0.860036754,-0.858918389,0.000438993036,1,-0.0189736046,-0.00863526611
0.762,1.54782602,1.89801907,-1.99897416,-0.926136222,-0.528548907,-0.428030803,0.926136222,-0.428832469,4.01996251e-05,-4.01695359e-05,4.01695359e-05,0.00429216268,0.855622514,-0.857728301,0.000510342425,1,-0.0229703083,-0.0104881283
0.764,1.5438272,1.89616836,-1.99948797,-0.924803272,0.196350863,-0.425077197,0.924803272,-0.42745389,4.00456862e-05,-4.00118774e-05,4.00118774e-05,0.00428660902,0.849936742,-0.855261092,0.000578361249,1,-0.0269691253,-0.0123388423
0.766,1.53982917,1.89432117,-1.99855024,-0.922781867,0.923453448,-0.42180533,0.922781867,-0.425752905,3.98630707e-05,-3.98253699e-05,3.98253699e-05,0.00427476345,0.842999144,-0.851526374,0.000642821525,1,-0.0309671562,-0.0141860295
0.768,1.53583483,1.89247889,-1.99615701,-0.920074921,1.65215367,-0.418220333,0.920074921,-0.423733163,3.96528079e-05,-3.96110569e-05,3.96110569e-05,0.00425665873,0.834833449,-0.84653786,0.000703521774,1,-0.0349614929,-0.0160283164
0.77,1.53184711,1.89064287,-1.99230554,-0.916686035,2.38184376,-0.414327662,0.916686035,-0.42139867,3.94159583e-05,-3.93700139e-05,3.93700139e-05,0.00423234721,0.825467297,-0.840313286,0.000760288121,1,-0.0389492205,-0.0178643364
0.772,1.52786891,1.88881447,-1.98699431,-0.912619486,3.11191398,-0.410133087,0.912619486,-0.418753765,3.91536076e-05,-3.91033431e-05,3.91033431e-05,0.00420190057,0.814932111,-0.832874326,0.000812975128,1,-0.0429274207,-0.0196927308
0.774,1.52390315,1.88699505,-1.98022302,-0.907880213,3.8417532,-0.405642672,0.907880213,-0.415803111,3.88668623e-05,-3.88121679e-05,3.88121679e-05,0.0041654096,0.803262958,-0.824246482,0.000861466378,1,-0.0468931734,-0.0215121503
0.776,1.51995277,1.88518595,-1.97199259,-0.902473803,4.57074951,-0.400862759,0.902473803,-0.412551681,3.85568436e-05,-3.84976273e-05,3.84976273e-05,0.0041229838,0.790498389,-0.814458965,0.000905674792,1,-0.0508435592,-0.0233212565
0.778,1.51602066,1.88338848,-1.96230516,-0.896406471,5.2982908,-0.395799948,0.896406471,-0.409004735,3.82246822e-05,-3.81608704e-05,3.81608704e-05,0.00407475101,0.776680281,-0.803544562,0.00094554267,1,-0.0547756625,-0.0251187227
0.78,1.51210975,1.88160397,-1.9511641,-0.889685047,6.0237654,-0.390461082,0.889685047,-0.405167813,3.78715127e-05,-3.78030505e-05,3.78030505e-05,0.00402085691,0.761853646,-0.791539483,0.000981041465,1,-0.0586865733,-0.0269032355
0.782,1.50822294,1.87983371,-1.93857401,-0.882316954,6.74656266,-0.384853222,0.882316954,-0.401046707,3.74984674e-05,-3.74253193e-05,3.74253193e-05,0.00396146447,0.746066452,-0.778483208,0.00101217128,1,-0.0625733899,-0.0286734959
0.784,1.50436311,1.87807898,-1.92454069,-0.87431019,7.46607359,-0.378983631,0.87431019,-0.39664745,3.71066712e-05,-3.70288207e-05,3.70288207e-05,0.00389675341,0.729369417,-0.764418308,0.00103896008,1,-0.0664332213,-0.0304282205
0.786,1.50053314,1.87634106,-1.90907117,-0.865673304,8.18169142,-0.372859752,0.865673304,-0.391976297,3.66972351e-05,-3.66146852e-05,3.66146852e-05,0.00382691946,0.711815803,-0.749390269,0.00106146272,1,-0.0702631895,-0.0321661426
0.788,1.49673589,1.87462119,-1.8921737,-0.856415377,8.89281223,-0.366489189,0.856415377,-0.387039702,3.62712507e-05,-3.6184024e-05,3.6184024e-05,0.00375217375,0.693461204,-0.733447299,0.00107975956,1,-0.0740604324,-0.0338860131
0.79,1.49297422,1.8729206,-1.87385771,-0.846546,9.59883558,-0.359879686,0.846546,-0.381844302,3.58297847e-05,-3.57379228e-05,3.57379228e-05,0.00367274198,0.674363325,-0.716640131,0.00109395506,1,-0.0778221057,-0.0355866019
0.792,1.48925094,1.8712405,-1.85413386,-0.836075246,10.2991651,-0.353039104,0.836075246,-0.376396896,3.53738728e-05,-3.52774365e-05,3.52774365e-05,0.00358886364,0.654581756,-0.699021816,0.00110417594,1,-0.0815453854,-0.0372666986
0.794,1.48556886,1.86958209,-1.83301397,-0.825013646,10.993209,-0.345975404,0.825013646,-0.370704426,3.49045143e-05,-3.4803583e-05,3.4803583e-05,0.00350079123,0.634177747,-0.680647515,0.00111056928,1,-0.0852274704,-0.0389251135
0.796,1.48193074,1.86794652,-1.81051105,-0.813372167,11.6803807,-0.338696621,0.813372167,-0.364773955,3.4422667e-05,-3.43173385e-05,3.43173385e-05,0.00340878928,0.613213975,-0.661574282,0.00111330037,1,-0.0888655847,-0.0405606787
0.798,1.47833935,1.86633495,-1.78663929,-0.801162185,12.3600997,-0.33121085,0.801162185,-0.35861265,3.39292416e-05,-3.38196314e-05,3.38196314e-05,0.00331313356,0.591754318,-0.641860847,0.0011125504,1,-0.0924569798,-0.0421722485
0.8,1.47479739,1.8647485,-1.76141402,-0.788395457,13.0317917,-0.323526221,0.788395457,-0.352227762,3.3425097e-05,-3.33113379e-05,3.33113379e-05,0.00321411004,0.569863622,-0.621567397,0.00110851404,1,-0.0959989371,-0.0437587005
0.802,1.47130756,1.86318827,-1.73485173,-0.775084096,13.6948893,-0.315650879,0.775084096,-0.345626603,3.29110354e-05,-3.2793277e-05,3.2793277e-05,0.00311201401,0.547607474,-0.600755355,0.00110139688,1,-0.0994887698,-0.0453189364
0.804,1.4678725,1.86165532,-1.70697002,-0.761240542,14.348833,-0.307592968,0.761240542,-0.33881653,3.23877979e-05,-3.2266206e-05,3.2266206e-05,0.00300714906,0.525051975,-0.579487163,0.0010914128,1,-0.102923826,-0.0468518823
0.806,1.46449484,1.86015071,-1.67778762,-0.74687754,14.993071,-0.299360609,0.74687754,-0.331804923,3.18560608e-05,-3.17308164e-05,3.17308164e-05,0.0028998261,0.502263522,-0.557826059,0.00107878126,1,-0.10630149,-0.0483564898
0.808,1.46117714,1.85867547,-1.64732434,-0.732008106,15.6270605,-0.290961881,0.732008106,-0.324599171,3.1316431e-05,-3.11877303e-05,3.11877303e-05,0.00279036235,0.479308588,-0.535835867,0.00106372462,1,-0.109619184,-0.0498317361
0.81,1.45792195,1.85723058,-1.61560109,-0.716645506,16.2502676,-0.282404806,0.716645506,-0.317206649,3.07694435e-05,-3.06374966e-05,3.06374966e-05,0.00267908036,0.456253512,-0.513580782,0.00104646537,1,-0.112874374,-0.0512766251
0.812,1.45473176,1.85581701,-1.58263982,-0.700803228,16.8621684,-0.273697332,0.700803228,-0.309634703,3.0215558e-05,-3.00805887e-05,3.00805887e-05,0.00256630694,0.433164296,-0.491125164,0.00102722349,1,-0.116064566,-0.0526901872
0.814,1.45160901,1.85443572,-1.54846353,-0.684494953,17.462249,-0.264847313,0.684494953,-0.301890632,2.96551563e-05,-2.95174011e-05,2.95174011e-05,0.00245237221,0.410106406,-0.46853334,0.00100621382,1,-0.119187314,-0.05407148
0.816,1.44855611,1.85308761,-1.51309625,-0.667734531,18.0500064,-0.255862497,0.667734531,-0.293981673,2.90885406e-05,-2.89482484e-05,2.89482484e-05,0.00233760855,0.387144586,-0.445869404,0.000983643474,1,-0.122240216,-0.055419589
0.818,1.4455754,1.85177357,-1.47656299,-0.650535959,18.6249487,-0.246750512,0.650535959,-0.285914984,2.85159314e-05,-2.83733627e-05,2.83733627e-05,0.00222234964,0.364342675,-0.423197033,0.000959709504,1,-0.125220922,-0.0567336272
0.82,1.44266919,1.85049447,-1.43888975,-0.632913348,19.1865958,-0.23751885,0.632913348,-0.277697634,2.79374669e-05,-2.77928933e-05,2.77928933e-05,0.00210692942,0.341763438,-0.400579306,0.000934596567,1,-0.128127132,-0.058012736
0.822,1.43983973,1.84925112,-1.40010346,-0.614880908,19.7344798,-0.228174857,0.614880908,-0.269336581,2.73532021e-05,-2.72069056e-05,2.72069056e-05,0.00199168119,0.319468406,-0.378078531,0.000908474842,1,-0.130956601,-0.059256085
0.824,1.43708919,1.84804433,-1.36023199,-0.59645292,20.2681452,-0.218725722,0.59645292,-0.26083867,2.67631087e-05,-2.66153814e-05,2.66153814e-05,0.0018769366,0.297517725,-0.355756085,0.000881498121,1,-0.133707136,-0.0604628725
0.826,1.43441972,1.84687488,-1.31930412,-0.577643714,20.7871496,-0.209178465,0.577643714,-0.252210612,2.61670758e-05,-2.60182192e-05,2.60182192e-05,0.00176302475,0.275970011,-0.333672261,0.000853802102,1,-0.136376603,-0.0616323253
0.828,1.4318334,1.8457435,-1.2773495,-0.558467651,21.2910643,-0.199539929,0.558467651,-0.24345898,2.55649107e-05,-2.54152354e-05,2.54152354e-05,0.00165027127,0.254882227,-0.311886118,0.000825502926,1,-0.138962926,-0.0627636989
0.83,1.42933224,1.84465092,-1.23439861,-0.5389391,21.7794742,-0.189816773,0.5389391,-0.234590196,2.49563403e-05,-2.48061653e-05,2.48061653e-05,0.00153899744,0.23430956,-0.290455354,0.000796695956,1,-0.141464089,-0.0638562774
0.832,1.42691819,1.84359783,-1.19048276,-0.519072421,22.2519785,-0.180015465,0.519072421,-0.225610525,2.43410137e-05,-2.41906661e-05,2.41906661e-05,0.00142951935,0.214305308,-0.269436178,0.000767454817,1,-0.14387814,-0.064909374
0.834,1.42459314,1.84258487,-1.14563407,-0.498881944,22.7081908,-0.170142277,0.498881944,-0.216526066,2.3718504e-05,-2.35683185e-05,2.35683185e-05,0.00132214707,0.19492079,-0.248883194,0.000737830711,1,-0.146203188,-0.0659223302
0.836,1.42235892,1.84161269,-1.0998854,-0.478381959,23.1477401,-0.160203281,0.478381959,-0.207342749,2.30883119e-05,-2.29386305e-05,2.29386305e-05,0.00121718383,0.176205249,-0.228849299,0.000707852004,1,-0.148437408,-0.0668945164
0.838,1.42021728,1.84068187,-1.05327033,-0.457586698,23.5702702,-0.150204345,0.457586698,-0.198066328,2.24498694e-05,-2.23010405e-05,2.23010405e-05,0.00111492531,0.15820578,-0.209385586,0.000677524105,1,-0.150579043,-0.0678253312
0.84,1.41816992,1.839793,-1.00582318,-0.436510319,23.9754407,-0.140151134,0.436510319,-0.188702376,2.18025436e-05,-2.16549219e-05,2.16549219e-05,0.0010156589,0.140967258,-0.190541258,0.000646829623,1,-0.152626402,-0.068714202
0.842,1.41621846,1.83894662,-0.957578893,-0.415166899,24.362927,-0.130049106,0.415166899,-0.179256289,2.11456411e-05,-2.09995872e-05,2.09995872e-05,0.000919662959,0.124532279,-0.172363554,0.000615728812,1,-0.154577865,-0.069560584
0.844,1.41436445,1.83814324,-0.908573084,-0.393570421,24.7324208,-0.119903519,0.393570421,-0.169733276,2.04784135e-05,-2.03342928e-05,2.03342928e-05,0.000827206242,0.10894111,-0.154897676,0.000584160293,1,-0.156431881,-0.0703639606
0.846,1.41260935,1.83738336,-0.858841957,-0.371734765,25.0836299,-0.109719424,0.371734765,-0.16013837,1.98000627e-05,-1.96582452e-05,1.96582452e-05,0.000738547223,0.0942316447,-0.138186735,0.000552042049,1,-0.158186974,-0.0711238432
0.848,1.41095459,1.83666743,-0.808422289,-0.349673701,25.4162789,-0.0995016775,0.349673701,-0.150476417,1.91097463e-05,-1.89706057e-05,1.89706057e-05,0.000653933535,0.0804393739,-0.122271697,0.000519272679,1,-0.159841738,-0.0718397705
0.85,1.40940148,1.83599589,-0.757351399,-0.327400885,25.7301093,-0.0892549399,0.327400885,-0.140752089,1.84065842e-05,-1.82704974e-05,1.82704974e-05,0.000573601421,0.0675973536,-0.107191339,0.000485732905,1,-0.161394843,-0.072511309
0.852,1.40795129,1.83536915,-0.705667107,-0.30492985,26.0248796,-0.0789836827,0.30492985,-0.130969882,1.76896651e-05,-1.75570111e-05,1.75570111e-05,0.000497775225,0.0557361869,-0.0929822137,0.000451287304,1,-0.162845033,-0.0731380519
0.854,1.4066052,1.83478758,-0.653407703,-0.28227401,26.3003653,-0.0686921953,0.28227401,-0.121134121,1.69580529e-05,-1.68292119e-05,1.68292119e-05,0.000426666917,0.0448840095,-0.0796786165,0.000415786264,1,-0.16419113,-0.0737196196
0.856,1.4053643,1.83425154,-0.600611916,-0.25944665,26.5563597,-0.0583845915,0.25944665,-0.111248968,1.62107942e-05,-1.60861466e-05,1.60861466e-05,0.000360475662,0.0350664813,-0.0673125641,0.000379068128,1,-0.165432031,-0.0742556592
0.858,1.40422961,1.83376136,-0.547318872,-0.236460934,26.7926732,-0.0480648184,0.236460934,-0.101318426,1.54469252e-05,-1.53268505e-05,1.53268505e-05,0.000299387417,0.0263067822,-0.0559137733,0.000340961513,1,-0.166566714,-0.074745844
0.86,1.4032021,1.83331733,-0.493568066,-0.213329901,27.009134,-0.0377366656,0.213329901,-0.0913463477,1.46654793e-05,-1.45503549e-05,1.45503549e-05,0.000243574566,0.018625613,-0.0455096468,0.000301287778,1,-0.167594231,-0.0751898738
