group,precision,model,exact,axis,peak,control,dt,integrator,contacts,failed,trace,step_us,closure_max_mm,closure_rms_mm,settled_closure_mm,aperture_peak_mm,aperture_pp_mm,aperture_recovery_mm,pad_peak_mm,weld_angle_max_deg,equality_work_J,equality_abs_work_J,iterations_mean,contact_count_max
noarmature,double,shadow,0,2,50,128,0.0005,implicitfast,0,False,double_shadow_e0_a2_p50_c128_h0.0005_implicitfast_contact0.csv,3.3793407777777777,0.170025894959,0.14867807198287258,0.14770923091309998,0.07292560505774148,0.1456058926999973,-3.614252994110778e-07,0.03944220627243207,0.3117456433193201,-0.0005682996871538746,0.007136735183943177,1.0,0
noarmature,double,shadow,1,0,0,128,0.002,implicitfast,0,False,double_shadow_e1_a0_p0_c128_h0.002_implicitfast_contact0.csv,3.473759555555556,0.172673177302,0.17267317726744727,0.17267317776688,3.703560097489955e-07,0.0,-3.7035603750457113e-07,1.9291249267445693e-07,0.21585970589704184,1.4531129801911247e-14,1.1766811700816404e-11,0.815592203898051,0
noarmature,double,shadow,1,0,0,128,0.001,implicitfast,0,False,double_shadow_e1_a0_p0_c128_h0.001_implicitfast_contact0.csv,3.462086222222222,0.172673177283,0.17267317726617948,0.17267317777904004,3.700044992616114e-07,0.0,-3.700045131393992e-07,1.9272009104850572e-07,0.21585970584834044,-2.6119909189739953e-14,6.268022630239473e-12,0.8955261184703824,0
noarmature,double,shadow,1,0,0,128,0.0005,implicitfast,0,False,double_shadow_e1_a0_p0_c128_h0.0005_implicitfast_contact0.csv,3.3567085000000003,0.17267317727800002,0.172673177268084,0.172673177785405,3.700512535287359e-07,0.0,-3.700512604676298e-07,1.9275018087677976e-07,0.2158597058363083,2.1424077645809036e-14,4.331127389062439e-12,0.9262592175978003,0
noarmature,double,shadow,1,0,50,128,0.002,implicitfast,0,False,double_shadow_e1_a0_p50_c128_h0.002_implicitfast_contact0.csv,3.3479653333333337,0.284897992197,0.24654221419040812,0.17267317776688,0.0004891289439937219,0.0004907268000009513,-3.7035603750457113e-07,0.09735476386715379,0.3262944086436765,-0.006237740847534653,0.01263680482834317,1.0,0
noarmature,double,shadow,1,0,50,128,0.001,implicitfast,0,False,double_shadow_e1_a0_p50_c128_h0.001_implicitfast_contact0.csv,3.2999891111111115,0.285314087623,0.24684054370229583,0.17267317777904004,0.0004887957954988198,0.0004926613999950424,-3.700045131393992e-07,0.09775777251768043,0.3266390892174494,-0.006002102951325193,0.012635980413657771,1.0,0
noarmature,double,shadow,1,0,50,128,0.0005,implicitfast,0,False,double_shadow_e1_a0_p50_c128_h0.0005_implicitfast_contact0.csv,3.299669722222222,0.28552425951800003,0.2469889492884268,0.172673177785405,0.0004889967487459179,0.0004940802999994776,-3.700512604676298e-07,0.09793571433062956,0.3268131328860884,-0.005882471503545555,0.01263578816473606,1.0,0
noarmature,double,shadow,1,2,50,128,0.002,implicitfast,0,False,double_shadow_e1_a2_p50_c128_h0.002_implicitfast_contact0.csv,3.3529888888888886,0.200919171189,0.17381716679893325,0.17267317776688,0.06349285364398716,0.1267346134999972,-3.621787800223153e-07,0.035941889121420656,0.24847773320790537,-0.0005177160440786421,0.008236573707219839,1.0,0
noarmature,double,shadow,1,2,50,128,0.001,implicitfast,0,False,double_shadow_e1_a2_p50_c128_h0.001_implicitfast_contact0.csv,3.2994525555555554,0.201031886252,0.17382521487498812,0.17267317777904004,0.0639196048955043,0.12758611540000103,-3.618487801060333e-07,0.03616632607018152,0.24859077980342567,-0.0005078525859320696,0.008273133426013055,1.0,0
noarmature,double,shadow,1,2,50,128,0.0005,implicitfast,0,False,double_shadow_e1_a2_p50_c128_h0.0005_implicitfast_contact0.csv,3.423942333333333,0.201088810353,0.1738293059187422,0.172673177785405,0.06414294184874797,0.1280316096999995,-3.619031255230887e-07,0.03628087572483677,0.24864789608843957,-0.0005027956227574254,0.008291581286634316,1.0,0
single,single,connect,0,0,0,128,0.002,implicitfast,0,False,single_connect_e0_a0_p0_c128_h0.002_implicitfast_contact0.csv,2.5552488888888885,0.00411258720023,0.004112256926244648,0.004112260520690601,1.3877787807814457e-14,0.0,0.0,2.797157557069881e-14,0.0,2.831269597371989e-06,2.831269597371989e-06,1.0,0
single,single,connect,0,0,0,128,0.001,implicitfast,0,False,single_connect_e0_a0_p0_c128_h0.001_implicitfast_contact0.csv,2.6316733333333335,0.00411381405763,0.00411334192321914,0.004113354144283751,2.7791874981919484e-06,4.44669999433156e-06,1.0231834129958983e-07,1.1641249977878414e-06,0.0,7.658280790717985e-06,7.658280790717985e-06,1.0,0
single,single,connect,0,0,0,128,0.0005,implicitfast,0,False,single_connect_e0_a0_p0_c128_h0.0005_implicitfast_contact0.csv,2.335336111111111,0.0041219916308700005,0.0041219916308700005,0.00412199163087,6.938893903907228e-15,0.0,6.938893903907228e-15,2.7755575615628914e-14,0.0,1.336738853829471e-05,1.336738853829471e-05,1.0,0
single,single,connect,0,0,50,128,0.002,implicitfast,0,False,single_connect_e0_a0_p50_c128_h0.002_implicitfast_contact0.csv,2.6065917777777776,0.00707459232891,0.006052976263602921,0.004112260520690601,5.9996399986994575e-05,5.570319999703699e-05,-5.054195244963422e-05,0.0064988383009538415,0.0,-0.0003187646581390541,0.0006211578995978736,1.0,0
single,single,connect,0,0,50,128,0.001,implicitfast,0,False,single_connect_e0_a0_p50_c128_h0.001_implicitfast_contact0.csv,2.599352,0.00710803448956,0.00607572482251694,0.004113354144283751,0.00011946891249892122,4.461539999944808e-05,-0.00011727981247960928,0.006560622925207386,0.0,-0.00030647057122388805,0.0006201592784562152,1.0,0
single,single,connect,0,0,50,128,0.0005,implicitfast,0,False,single_connect_e0_a0_p50_c128_h0.0005_implicitfast_contact0.csv,2.5342615,0.0071248278185599995,0.0060871406181319185,0.00412199163087,0.00032237629998821404,5.79857999949418e-05,-0.000342389899987694,0.006666992989926417,0.0,-0.0003011609248181766,0.000620242665003817,1.0,0
single,single,connect,0,2,50,128,0.002,implicitfast,0,False,single_connect_e0_a2_p50_c128_h0.002_implicitfast_contact0.csv,2.648445111111111,0.00501203857284,0.004164988829119378,0.004112260520690601,0.033431541399987774,0.06680175680000289,-1.1116600001637167e-05,0.01743634554336995,0.0,3.231922447178498e-06,0.00025976091206422237,1.0,0
single,single,connect,0,2,50,128,0.001,implicitfast,0,False,single_connect_e0_a2_p50_c128_h0.001_implicitfast_contact0.csv,2.6311231111111106,0.0049988732035100005,0.004163845243858344,0.004113354144283751,0.03387589271249686,0.06755546559999992,-1.7230612513186028e-05,0.017666468457931295,0.0,-6.8296338142256266e-06,0.00025563240246690534,1.0,0
single,single,connect,0,2,50,128,0.0005,implicitfast,0,False,single_connect_e0_a2_p50_c128_h0.0005_implicitfast_contact0.csv,2.546233833333333,0.00501203857284,0.004165016677214313,0.00412199163087,0.03426787379998825,0.06794231699999709,-0.00025568059998370973,0.017863587754451977,0.0,-1.2512743992551457e-05,0.0002603073113618489,1.0,0
single,single,connect,1,0,0,128,0.002,implicitfast,0,False,single_connect_e1_a0_p0_c128_h0.002_implicitfast_contact0.csv,22.915846,7.18039527147,2.2361863478694626,1.8608964888568902,44.65420852864,82.89309416552,2.941527114762775,29.62860707271655,0.0,-1348.8525497851235,2260.5133708330322,59.91,0
single,single,connect,1,0,0,128,0.001,implicitfast,0,False,single_connect_e1_a0_p0_c128_h0.001_implicitfast_contact0.csv,22.394800444444446,4.167329489169999,1.5242930781326325,1.237833744817955,36.9249194189845,66.142402969,2.2371711448667537,29.11737144627326,0.0,-544.1480967437944,1143.3872994094593,58.108,0
single,single,connect,1,0,0,128,0.0005,implicitfast,0,False,single_connect_e1_a0_p0_c128_h0.0005_implicitfast_contact0.csv,20.844171277777775,3.03338145404,1.1278236701991535,0.8580063706102925,33.90920669298425,40.9842797623,2.5519995183900663,24.8994586175857,0.0,-242.4771097108194,716.1434375940169,54.3235,0
single,single,connect,1,0,50,128,0.002,implicitfast,0,False,single_connect_e1_a0_p50_c128_h0.002_implicitfast_contact0.csv,24.139109333333334,5.50921702487,2.1361567440247664,1.8608964888568902,43.61281922123999,83.68739610668999,-0.3192785932312897,30.65916734476991,0.0,-1421.4107993184916,2385.0621613731705,60.8555,0
single,single,connect,1,0,50,128,0.001,implicitfast,0,False,single_connect_e1_a0_p50_c128_h0.001_implicitfast_contact0.csv,22.26382222222222,5.67547561088,1.6112527268515264,1.237833744817955,44.9641666505845,75.91820174690001,5.719815230311516,31.14448740206455,0.0,-566.4442111932519,1264.19410795043,58.72125,0
single,single,connect,1,0,50,128,0.0005,implicitfast,0,False,single_connect_e1_a0_p50_c128_h0.0005_implicitfast_contact0.csv,21.722367,3.05979231453,1.1358487567738025,0.8580063706102925,19.206991777384253,29.325753872500005,-3.1400010131291403,23.197683885743647,0.0,-253.31771926453143,739.1801725846326,54.427375,0
single,single,connect,1,2,50,128,0.002,implicitfast,0,False,single_connect_e1_a2_p50_c128_h0.002_implicitfast_contact0.csv,23.653395777777778,6.542332404300001,2.3237657216988055,1.8608964888568902,47.534381076539994,87.20146197906,-10.616957397220398,33.48554059558151,0.0,-1218.123139742153,2235.5291994037525,61.209,0
single,single,connect,1,2,50,128,0.001,implicitfast,0,False,single_connect_e1_a2_p50_c128_h0.001_implicitfast_contact0.csv,21.870599777777777,5.20137017811,1.6064975730571256,1.237833744817955,28.240778453584497,48.760754822299994,-2.7577130360317628,26.206344200071747,0.0,-570.9919119902215,1212.6301504825242,57.765,0
single,single,connect,1,2,50,128,0.0005,implicitfast,0,False,single_connect_e1_a2_p50_c128_h0.0005_implicitfast_contact0.csv,21.913540666666666,3.32935669705,1.0971707204446444,0.8580063706102925,9.73757944448425,18.051111359599997,-14.243678560882254,22.51095922489014,0.0,-238.6254605201907,678.6079547205134,54.265,0
single,single,shadow,0,0,0,128,0.002,implicitfast,0,False,single_shadow_e0_a0_p0_c128_h0.002_implicitfast_contact0.csv,3.377273111111111,0.06594924049949999,0.06594836644168528,0.06594851537046399,1.5971792007019037e-05,2.6693799996813095e-05,-1.5020601429327485e-07,8.10035362466098e-06,0.12123909943938044,5.664558370990982e-06,6.203701416592466e-06,1.0,0
single,single,shadow,0,0,0,128,0.001,implicitfast,0,False,single_shadow_e0_a0_p0_c128_h0.001_implicitfast_contact0.csv,3.2866738888888887,0.0659492404101,0.06594924041009999,0.06594924041009999,6.938893903907228e-15,0.0,-6.938893903907228e-15,4.1359030627651384e-22,0.12123396345716404,4.55645440338001e-06,4.55645440338001e-06,1.0,0
single,single,shadow,0,0,0,128,0.0005,implicitfast,0,False,single_shadow_e0_a0_p0_c128_h0.0005_implicitfast_contact0.csv,3.1431181666666665,0.0659540494328,0.0659540494328,0.0659540494328,0.0,0.0,0.0,6.938893903907228e-15,0.12125069208470904,1.4125598345065895e-05,1.4125598345065895e-05,1.0,0
single,single,shadow,0,0,50,128,0.002,implicitfast,0,False,single_shadow_e0_a0_p50_c128_h0.002_implicitfast_contact0.csv,3.3901524444444444,0.106658138257,0.09227541016484542,0.06594851537046399,0.0017836619920080787,0.003074333800000273,-9.09356149408902e-05,0.026555879554188876,0.18945227872171955,-0.001878362184576511,0.005456889070907447,1.0,0
single,single,shadow,0,0,50,128,0.001,implicitfast,0,False,single_shadow_e0_a0_p50_c128_h0.001_implicitfast_contact0.csv,3.6046514444444444,0.106905066119,0.09239539265153547,0.06594924041009999,0.0017499277999918905,0.003178901799995304,-0.0001868565000021083,0.026697858131870655,0.18986819988970005,-0.0018019861393394753,0.0055013189917551605,1.0,0
single,single,shadow,0,0,50,128,0.0005,implicitfast,0,False,single_shadow_e0_a0_p50_c128_h0.0005_implicitfast_contact0.csv,3.337581666666667,0.107013296809,0.09245314106249575,0.0659540494328,0.0016224209000020862,0.003230010400000205,-0.0002758351999726516,0.026847196628604953,0.19005677714389085,-0.001763954030714202,0.005521873576785479,1.0,0
single,single,shadow,0,2,50,128,0.002,implicitfast,0,False,single_shadow_e0_a2_p50_c128_h0.002_implicitfast_contact0.csv,3.381296,0.0767740796289,0.06695189996330014,0.06594851537046399,0.04684591750798994,0.0930884448999969,1.061136553626163e-06,0.024616801049831247,0.1414457872123042,-0.0002371147136625045,0.0030911388699927443,1.0,0
single,single,shadow,0,2,50,128,0.001,implicitfast,0,False,single_shadow_e0_a2_p50_c128_h0.001_implicitfast_contact0.csv,3.3681341111111114,0.0768883778344,0.06697012207079099,0.06594924041009999,0.0473227013000066,0.09386922929999902,-1.5571400016622938e-05,0.02486585378752855,0.1416228918827535,-0.00023993455720427734,0.003119986607815785,1.0,0
single,single,shadow,0,2,50,128,0.0005,implicitfast,0,False,single_shadow_e0_a2_p50_c128_h0.0005_implicitfast_contact0.csv,3.3104305000000003,0.0769477269064,0.06697872868005401,0.0659540494328,0.047678799099996894,0.09424519129999642,-0.00028695759997365844,0.025058437375235238,0.14170918972244648,-0.00024246157160441866,0.003135654209844736,1.0,0
single,single,shadow,1,0,0,128,0.002,implicitfast,0,True,single_shadow_e1_a0_p0_c128_h0.002_implicitfast_contact0.csv,24.465660256410256,,,,,,,,,,,,
single,single,shadow,1,0,0,128,0.001,implicitfast,0,True,single_shadow_e1_a0_p0_c128_h0.001_implicitfast_contact0.csv,22.40784749034749,,,,,,,,,,,,
single,single,shadow,1,0,0,128,0.0005,implicitfast,0,False,single_shadow_e1_a0_p0_c128_h0.0005_implicitfast_contact0.csv,19.727604000000003,24.100856541400002,7.200224330014064,8.121594202075276,50.23288262666549,94.1528406867,-6.488277261329833,32.31935373903302,59.77629248394616,-993.9662321602715,2264.28315391469,42.948,0
single,single,shadow,1,0,50,128,0.002,implicitfast,0,True,single_shadow_e1_a0_p50_c128_h0.002_implicitfast_contact0.csv,25.887035256410257,,,,,,,,,,,,
single,single,shadow,1,0,50,128,0.001,implicitfast,0,False,single_shadow_e1_a0_p50_c128_h0.001_implicitfast_contact0.csv,22.31553311111111,56.630196310100004,13.606563390541616,7.9270269274402,67.25238810748151,123.57645491844,-9.91287419737058,47.73990058866954,97.89531186437429,-3567.949232171068,6282.904854867511,48.09425,0
single,single,shadow,1,0,50,128,0.0005,implicitfast,0,False,single_shadow_e1_a0_p50_c128_h0.0005_implicitfast_contact0.csv,20.007289333333333,24.1259957068,8.332636919323374,8.121594202075276,54.22073009596549,103.74581601300001,-11.130303715696662,44.10338516327708,77.19191565949741,-1473.9601041551887,2799.5305854236008,42.85725,0
single,single,shadow,1,2,50,128,0.002,implicitfast,0,True,single_shadow_e1_a2_p50_c128_h0.002_implicitfast_contact0.csv,25.052346153846155,,,,,,,,,,,,
single,single,shadow,1,2,50,128,0.001,implicitfast,0,False,single_shadow_e1_a2_p50_c128_h0.001_implicitfast_contact0.csv,20.791304,29.5079502852,10.66901831514399,7.9270269274402,72.75106434090151,104.00227339486,-34.924454467857935,45.70971985447631,64.36507994559469,-2489.0959239227764,4282.976718986927,44.12675,0
single,single,shadow,1,2,50,128,0.0005,implicitfast,0,False,single_shadow_e1_a2_p50_c128_h0.0005_implicitfast_contact0.csv,20.62535038888889,27.602316715700002,8.72397644535139,8.121594202075276,58.26345491436549,100.0400077574,13.776854740126534,33.59352638067305,61.377562032833005,-1353.728684548012,2950.074781550852,44.6995,0
stiff,double,connect,0,0,0,128,0.002,implicitfast,0,False,double_connect_e0_a0_p0_c128_h0.002_implicitfast_contact0.csv,2.3941504444444446,0.004096245110159999,0.004096245109834178,0.004096244623274999,3.4625199235582826e-07,0.0,-3.4625197847804046e-07,1.8069879936981176e-07,0.0,-9.006385743010371e-16,1.7191119740602287e-13,0.8130934532733634,0
stiff,double,connect,0,0,0,128,0.001,implicitfast,0,False,double_connect_e0_a0_p0_c128_h0.001_implicitfast_contact0.csv,2.325360222222222,0.00409624511008,0.004096245109862942,0.0040962448805297,3.466514922334518e-07,0.0,-3.466514852945579e-07,1.809056912811671e-07,0.0,-4.759760935857359e-16,1.2244199408676674e-13,0.8587853036740815,0
stiff,double,connect,0,0,0,128,0.0005,implicitfast,0,False,double_connect_e0_a0_p0_c128_h0.0005_implicitfast_contact0.csv,2.2987526666666667,0.00409624511007,0.004096245109818772,0.004096245009596825,3.46591255695472e-07,0.0,-3.465912487565781e-07,1.808769490054273e-07,0.0,5.83373561417783e-16,7.904435344533299e-14,0.8692663417072866,0
stiff,double,connect,0,0,50,128,0.002,implicitfast,0,False,double_connect_e0_a0_p50_c128_h0.002_implicitfast_contact0.csv,2.3798137777777777,0.0070506740204,0.006036647531941314,0.004096244623274999,9.876248006912558e-06,1.1976799996205045e-05,-3.4625197847804046e-07,0.006495988905584311,0.0,-0.0003187071842248416,0.0006221849574359863,1.0,0
stiff,double,connect,0,0,50,128,0.001,implicitfast,0,False,double_connect_e0_a0_p50_c128_h0.001_implicitfast_contact0.csv,2.2819476666666665,0.00708337370856,0.006059258123643957,0.0040962448805297,9.975548512231036e-06,1.2106100004405373e-05,-3.466514852945579e-07,0.0065250106372584885,0.0,-0.00030715938301113734,0.0006215085372755355,1.0,0
stiff,double,connect,0,0,50,128,0.0005,implicitfast,0,False,double_connect_e0_a0_p50_c128_h0.0005_implicitfast_contact0.csv,2.3864252777777777,0.00709980815923,0.006070462054436044,0.004096245009596825,1.0029108744868953e-05,1.2178199997048278e-05,-3.465912487565781e-07,0.006539823865519437,0.0,-0.00030130876208295005,0.0006211900717362712,1.0,0
stiff,double,connect,0,2,50,128,0.002,implicitfast,0,False,double_connect_e0_a2_p50_c128_h0.002_implicitfast_contact0.csv,2.6780202222222225,0.00498548791068,0.004150660746114448,0.004096244623274999,0.033390207448011355,0.06675950030000238,-3.3833814222505865e-07,0.017414508253873532,0.0,3.112713245702837e-06,0.0002594866750215293,1.0,0
stiff,double,connect,0,2,50,128,0.001,implicitfast,0,False,double_connect_e0_a2_p50_c128_h0.001_implicitfast_contact0.csv,2.617455777777778,0.0049759124571299995,0.004149666771405535,0.0040962448805297,0.03377178544850673,0.06752253279999898,-3.387569669222046e-07,0.01761301105345911,0.0,-7.247942502875246e-06,0.0002562110459920652,1.0,0
stiff,double,connect,0,2,50,128,0.0005,implicitfast,0,False,double_connect_e0_a2_p50_c128_h0.0005_implicitfast_contact0.csv,2.5006165,0.0049897938191199994,0.004151144539919902,0.004096245009596825,0.03396411140874772,0.0679069203999988,-3.387049668512887e-07,0.017713680108510686,0.0,-1.2466854405322165e-05,0.00026024558434901025,1.0,0
stiff,double,connect,1,0,0,128,0.002,implicitfast,0,False,double_connect_e1_a0_p0_c128_h0.002_implicitfast_contact0.csv,2.5397037777777776,0.011706647728499999,0.011706647728268967,0.011706647330962,3.4629300121880036e-07,0.0,-3.4629302203548207e-07,1.804677188547761e-07,0.0,3.6090332090252344e-16,1.0989397849883182e-13,0.8070964517741129,0
stiff,double,connect,1,0,0,128,0.001,implicitfast,0,False,double_connect_e1_a0_p0_c128_h0.001_implicitfast_contact0.csv,2.3575616666666668,0.0117066477286,0.011706647728385878,0.0117066475826925,3.466850070910077e-07,0.0,-3.466850070910077e-07,1.8067614071761955e-07,0.0,1.3936349108258822e-15,1.0031545733409588e-13,0.8315421144713822,0
stiff,double,connect,1,0,0,128,0.0005,implicitfast,0,False,double_connect_e1_a0_p0_c128_h0.0005_implicitfast_contact0.csv,2.340935333333333,0.0117066477286,0.011706647728363766,0.0117066477089265,3.4662474279745226e-07,0.0,-3.4662474279745226e-07,1.8064760231235378e-07,0.0,8.362353780786033e-15,4.918732153121203e-14,0.8078990126234221,0
stiff,double,connect,1,0,50,128,0.002,implicitfast,0,False,double_connect_e1_a0_p50_c128_h0.002_implicitfast_contact0.csv,2.4742642222222218,0.0190904720681,0.016560173553107696,0.011706647330962,1.0146606999050789e-05,1.7364000001740543e-05,-3.4629302203548207e-07,0.00938870681948535,0.0,-0.0005545327007852824,0.0010831914301686913,1.0,0
stiff,double,connect,1,0,50,128,0.001,implicitfast,0,False,double_connect_e1_a0_p50_c128_h0.001_implicitfast_contact0.csv,2.442778666666667,0.0191438915661,0.01659716267255925,0.0117066475826925,1.0324914992421164e-05,1.7635200001697715e-05,-3.466850070910077e-07,0.009431173741470183,0.0,-0.0005350676330614679,0.0010828036350063294,1.0,0
stiff,double,connect,1,0,50,128,0.0005,implicitfast,0,False,double_connect_e1_a0_p50_c128_h0.0005_implicitfast_contact0.csv,2.709262,0.0191711554125,0.01661546153830783,0.0117066477089265,1.0413275255971577e-05,1.7767299999305042e-05,-3.4662474279745226e-07,0.009453017209909542,0.0,-0.0005251873393491518,0.0010826678179903628,1.0,0
stiff,double,connect,1,2,50,128,0.002,implicitfast,0,False,double_connect_e1_a2_p50_c128_h0.002_implicitfast_contact0.csv,2.417191555555555,0.0139088392114,0.011811806634476969,0.011706647330962,0.03444350560699583,0.06886099189999662,-3.3833657403503636e-07,0.01801559390464241,0.0,-1.9290306410642823e-05,0.0006577735639308054,1.0,0
stiff,double,connect,1,2,50,128,0.001,implicitfast,0,False,double_connect_e1_a2_p50_c128_h0.001_implicitfast_contact0.csv,2.409925,0.013953082378799999,0.011815977736418392,0.0117066475826925,0.034816939314993856,0.06960746290000236,-3.387516794850498e-07,0.018210836748602008,0.0,-2.8930760142617663e-05,0.000670798927064535,1.0,0
stiff,double,connect,1,2,50,128,0.0005,implicitfast,0,False,double_connect_e1_a2_p50_c128_h0.0005_implicitfast_contact0.csv,2.415362388888889,0.0139825283966,0.011818766824649114,0.0117066477089265,0.0350098378752578,0.06999294829999891,-3.3870329457785786e-07,0.01831105882487788,0.0,-3.37830992224453e-05,0.0006795212617335995,1.0,0
stiff,double,shadow,0,0,0,128,0.002,implicitfast,0,False,double_shadow_e0_a0_p0_c128_h0.002_implicitfast_contact0.csv,3.166507111111111,0.00660861751608,0.0066086175158630136,0.006608617165780398,3.461460007514461e-07,0.0,-3.461460146292339e-07,1.8068722250686904e-07,0.012152381077933662,9.541537184832994e-16,6.063924886936857e-14,0.9630184907546226,0
stiff,double,shadow,0,0,0,128,0.001,implicitfast,0,False,double_shadow_e0_a0_p0_c128_h0.001_implicitfast_contact0.csv,3.2127190000000003,0.00660861751596,0.006608617515865983,0.006608617389159549,3.4656699732238394e-07,0.0,-3.4656699732238394e-07,1.809051321848948e-07,0.012152381068250673,6.914551305180869e-16,6.448064387170463e-14,0.9490127468132967,0
stiff,double,shadow,0,0,0,128,0.0005,implicitfast,0,False,double_shadow_e0_a0_p0_c128_h0.0005_implicitfast_contact0.csv,3.0853877222222224,0.00660861751593,0.006608617515871378,0.0066086175011856,3.4651850139288953e-07,0.0,-3.4651850139288953e-07,1.8088190620244172e-07,0.012152381062979462,1.3325236336850032e-14,4.496079701522964e-14,0.9577552805899262,0
stiff,double,shadow,0,0,50,128,0.002,implicitfast,0,False,double_shadow_e0_a0_p50_c128_h0.002_implicitfast_contact0.csv,3.433244222222222,0.0104183798536,0.009107892831338052,0.006608617165780398,1.5413053999768778e-05,1.619969999810955e-05,-3.461460146292339e-07,0.004769252536137036,0.0184999582523498,-0.0003245064514387278,0.0006457221748573608,1.0,0
stiff,double,shadow,0,0,50,128,0.001,implicitfast,0,False,double_shadow_e0_a0_p50_c128_h0.001_implicitfast_contact0.csv,3.3454506666666664,0.0104530271713,0.009131567502637725,0.006608617389159549,1.559283300395231e-05,1.6451900002045772e-05,-3.4656699732238394e-07,0.004789630696273972,0.018547629784643735,-0.0003125621186301327,0.0006453181691537982,1.0,0
stiff,double,shadow,0,0,50,128,0.0005,implicitfast,0,False,double_shadow_e0_a0_p50_c128_h0.0005_implicitfast_contact0.csv,3.379959,0.0104704088527,0.0091434296894304,0.0066086175011856,1.568248150091156e-05,1.6577899997205492e-05,-3.4651850139288953e-07,0.004799938604676462,0.018571579551515654,-0.00030650475261097314,0.0006451096487954482,1.0,0
stiff,double,shadow,0,2,50,128,0.002,implicitfast,0,False,double_shadow_e0_a2_p50_c128_h0.002_implicitfast_contact0.csv,3.2547602222222225,0.00761269234719,0.006653303175168693,0.006608617165780398,0.03305188805400455,0.06608154729999954,-3.3823410738875737e-07,0.01728134547694954,0.014026570990331133,1.5788546866236411e-06,0.00031671655816774985,1.0,0
stiff,double,shadow,0,2,50,128,0.001,implicitfast,0,False,double_shadow_e0_a2_p50_c128_h0.001_implicitfast_contact0.csv,3.1034808888888885,0.0076269643047,0.0066543335132709545,0.006608617389159549,0.03341673733300854,0.06681090410000368,-3.3867595533587647e-07,0.017472058717837753,0.014069732954535837,-1.2020381530661604e-05,0.00032020352384774613,1.0,0
stiff,double,shadow,0,2,50,128,0.0005,implicitfast,0,False,double_shadow_e0_a2_p50_c128_h0.0005_implicitfast_contact0.csv,3.092771,0.0076472170558900005,0.006656030934474039,0.0066086175011856,0.03360391578149935,0.06718507959999759,-3.3863346154960894e-07,0.017569896879381076,0.014099356480206379,-1.8867623068472332e-05,0.00032616612923355807,1.0,0
stiff,double,shadow,1,0,0,128,0.002,implicitfast,0,False,double_shadow_e1_a0_p0_c128_h0.002_implicitfast_contact0.csv,3.3635286666666664,0.00793826408441,0.00793826408424705,0.0079382637397462,3.461879741206708e-07,0.0,-3.461879463650952e-07,1.8058970755596453e-07,0.009097617602728168,5.457847544350184e-16,3.6525770195386206e-14,0.9770114942528736,0
stiff,double,shadow,1,0,0,128,0.001,implicitfast,0,False,double_shadow_e1_a0_p0_c128_h0.001_implicitfast_contact0.csv,3.247431111111111,0.00793826408434,0.007938264084256045,0.0079382639665111,3.4661499365151727e-07,0.0,-3.4661496589594165e-07,1.8080710988176298e-07,0.009097617594248394,1.3725731019816986e-15,3.667074991203249e-14,0.9640089977505624,0
stiff,double,shadow,1,0,0,128,0.0005,implicitfast,0,False,double_shadow_e1_a0_p0_c128_h0.0005_implicitfast_contact0.csv,3.4353568333333335,0.00793826408432,0.007938264084259712,0.00793826408022225,3.465637360422491e-07,0.0,-3.465637152255674e-07,1.8078628375704354e-07,0.009097617589779323,1.616099181955639e-14,3.266974730294651e-14,0.9650043744531933,0
stiff,double,shadow,1,0,50,128,0.002,implicitfast,0,False,double_shadow_e1_a0_p50_c128_h0.002_implicitfast_contact0.csv,3.344980666666667,0.0132620005275,0.011444475230697134,0.0079382637397462,1.3608612021986932e-05,1.7572999999604377e-05,-3.461879463650952e-07,0.005242621181547785,0.013857226016961627,-0.00041225056857226833,0.000822670086780267,1.0,0
stiff,double,shadow,1,0,50,128,0.001,implicitfast,0,False,double_shadow_e1_a0_p50_c128_h0.001_implicitfast_contact0.csv,3.2626804444444444,0.0133034798866,0.011473133891760799,0.0079382639665111,1.3804385003146624e-05,1.7878600003240486e-05,-3.4661496589594165e-07,0.005265241424969331,0.01389763785084306,-0.0003971943760294376,0.0008223719844657629,1.0,0
stiff,double,shadow,1,0,50,128,0.0005,implicitfast,0,False,double_shadow_e1_a0_p50_c128_h0.0005_implicitfast_contact0.csv,3.335849833333333,0.0133243132538,0.011487485807884057,0.00793826408022225,1.3910436261199699e-05,1.8042700000719947e-05,-3.465637152255674e-07,0.005276681914431351,0.01391791816274384,-0.0003895539730889026,0.0008222115468071313,1.0,0
stiff,double,shadow,1,2,50,128,0.002,implicitfast,0,False,double_shadow_e1_a2_p50_c128_h0.002_implicitfast_contact0.csv,3.301120222222222,0.00926857738417,0.007994631150371478,0.0079382637397462,0.03266963201202511,0.06531741400000318,-3.3821669076505856e-07,0.017122891311270375,0.010498006277763074,6.950206480936666e-06,0.0003722354124204455,1.0,0
stiff,double,shadow,1,2,50,128,0.001,implicitfast,0,False,double_shadow_e1_a2_p50_c128_h0.001_implicitfast_contact0.csv,3.413028444444444,0.00929532761812,0.007996399509305412,0.0079382639665111,0.033032302485004605,0.06604242230000279,-3.386607730360147e-07,0.017312733851121302,0.010528102431735156,-6.85594731298792e-06,0.0003784395453878437,1.0,0
