angle_difference_from_tendon_rad,closure,compliance_m_N,damping,decay_s,deflection_m,deflection_rms_m,drive_kv,dt,duration,energy_change_J,energy_initial_J,equality_work_J,exact,failed,frequency,group,impedance,input_torque_Nm,input_work_J,inverse_dynamics_error_Nm,load,mass,max_closure_m,mode,num_bytes,output_work_J,precision,reference_rms_Nm,rotation,rows_mode,samples,static_error_Nm,static_reference_Nm,step_seconds,theta,timeconst,torque_difference_from_tendon_Nm,trace,work_balance_error_J
,connect,0.00026388002875700006,1,0.039757983319031784,2.2545116507010286e-10,0.0001835745164977881,5,0.0005,2,6.13441438264e-32,0.0,-0.000265411683933163,1,False,1,calibration,0.9998,-1.2624054830604393e-09,-1.724446309329839e-05,0.00035389873006823054,1,0.0002,0.000397400260595,calibrate,8,0.0002813791929670077,double,0.06617350112616281,90,1,4001,-1.2624054830604393e-09,0.0,0.003936755,90,0.02,,,1.2769540594536515e-06
,connect,6.627806122657347e-06,1,0.0037500548319606614,4.3476333644315e-17,4.67438104719591e-06,5,0.0005,2,4.03373541146e-34,0.0,-6.591829316371729e-06,1,False,1,calibration,0.9995,-2.892737542285136e-16,-1.8862160855876748e-05,0.0009846469460252272,1,0.0002,9.96152050851e-06,calibrate,8,2.4119068657329216e-05,double,0.06619255294815583,90,1,4001,-2.892737542285136e-16,0.0,0.003834234,90,0.0020000000000000005,,,1.3349215149192616e-06
,connect,2.6501734279378494e-05,1,0.007749993854145791,3.2995828291855e-17,1.866057334949858e-05,5,0.0005,2,2.24098028265e-31,0.0,-2.689078321736495e-05,1,False,1,calibration,0.9995,-3.1378986067619504e-16,-1.850125966127355e-05,0.00040862534044430526,1,0.0002,3.98378898097e-05,calibrate,8,4.399360628296233e-05,double,0.06617717089741541,90,1,4001,-3.1378986067619504e-16,0.0,0.00393824,90,0.004000000000000002,,,1.3984365956761727e-06
,connect,5.95933234561e-05,1,0.011750088419551651,2.7666757773655e-17,4.190652648179656e-05,5,0.0005,2,5.94063781725e-32,0.0,-6.051747055315802e-05,1,False,1,calibration,0.9995,-1.5565654814216924e-16,-1.799960936498748e-05,0.00024721265138784277,1,0.0002,8.96054949964e-05,calibrate,8,7.708621063193685e-05,double,0.06617181246256479,90,1,4001,-1.5565654814216924e-16,0.0,0.003871397,90,0.005999999999999998,,,1.4308692862086538e-06
,connect,0.000165220980431,1,0.019766076167606644,-2.7510216327189243e-14,0.00011588828076912881,5,0.0005,2,1.06091921573e-31,0.0,-0.00016713854658270894,1,False,1,calibration,0.9995,-2.641839438380894e-12,-1.7076475707772152e-05,0.0005411972475272327,1,0.0002,0.000248725011183,calibrate,8,0.00018271711103313973,double,0.06616769096627265,90,1,4001,-2.641839438380894e-12,0.0,0.003929963,90,0.010000000000000005,,,1.497911257341357e-06
,connect,0.000654977107139,1,0.03985035692853008,1.9184847573684852e-09,0.0004564382069133176,5,0.0005,2,2.60805441804e-31,0.0,-0.0006586330796882836,1,False,1,calibration,0.9995,5.965444141068007e-08,-1.559031178914202e-05,0.001124801558425956,1,0.0002,0.000990281922695,calibrate,8,0.0006724883367009825,double,0.06616503154658437,90,1,4001,5.965444141068007e-08,0.0,0.003899151,90,0.02,,,1.735054776443143e-06
,connect,1.3254030436800003e-05,1,0.00374997397721843,3.379518886958499e-17,9.352353549884894e-06,5,0.0005,2,1.27182480966e-31,0.0,-1.3384464447973071e-05,1,False,1,calibration,0.999,-3.387376303290655e-16,-1.8875632940194923e-05,0.0008121621488484551,1,0.0002,1.99216756438e-05,calibrate,8,3.074549615823283e-05,double,0.0661823792718397,90,1,4001,-3.387376303290655e-16,0.0,0.003876881,90,0.0020000000000000005,,,1.5146012299351642e-06
,connect,5.297816731318566e-05,1,0.00774977666347242,3.0597746558665e-17,3.733419364813152e-05,5,0.0005,2,8.17768529106e-31,0.0,-5.400090285209226e-05,1,False,1,calibration,0.999,-3.9492136519494944e-16,-1.8192111822080714e-05,0.0005255707856747518,1,0.0002,7.96539338366e-05,calibrate,8,7.047085151546862e-05,double,0.06616635767456848,90,1,4001,-3.9492136519494944e-16,0.0,0.003831608,90,0.004000000000000002,,,1.722163158704356e-06
,connect,0.000119058624533,1,0.011759773787805019,2.851052727237e-17,8.38000376318658e-05,5,0.0005,2,4.78171084946e-31,0.0,-0.00012111162229968565,1,False,1,calibration,0.999,1.4558015877629765e-16,-1.7346314281554296e-05,0.0008115567502375738,1,0.0002,0.000179407795736,calibrate,8,0.0001365533370977852,double,0.06616100753044,90,1,4001,1.4558015877629765e-16,0.0,0.003910897,90,0.005999999999999998,,,1.9045994834547265e-06
,connect,0.0003294557610180001,1,0.020017969100197604,2.368420126685576e-13,0.0002313306799788511,5,0.0005,2,9.09003137848e-33,0.0,-0.0003333839453292442,1,False,1,calibration,0.999,2.0532567703699547e-11,-1.58576487761652e-05,0.0013659350264860072,1,0.0002,0.000499067198863,calibrate,8,0.0003469569438042441,double,0.06615709756134237,90,1,4001,2.0532567703699547e-11,0.0,0.003875373,90,0.010000000000000005,,,2.284650301165314e-06
,connect,0.00129430269031,1,0.04059862467590282,-7.994467701344338e-09,0.000903514878077058,5,0.0005,2,7.13867899289e-27,0.0,-0.0013015628398355095,1,False,1,calibration,0.999,2.1837196081087727e-07,-1.3597086528516647e-05,0.0022604141372749515,1,0.0002,0.00198063769414,calibrate,8,0.001311833781234913,double,0.06615490451838543,90,1,4001,2.1837196081087727e-07,0.0,0.003903401,90,0.02,,,3.3261451291132643e-06
,connect,0.000132255761974,1,0.008140149067246758,3.5527136783499226e-19,9.356716398422249e-05,5,0.0005,2,1.99585307041e-30,0.0,-0.00013668558739945153,1,False,1,calibration,0.99,3.1560963724336144e-14,-2.090900897454214e-05,0.0034089996291622694,1,0.0002,0.000242624948501,calibrate,8,0.0001497508798454537,double,0.06614017533034956,90,1,4001,3.1560963724336144e-14,0.0,0.00385161,90,0.0020000000000000005,,,7.843716528539978e-06
,connect,0.0005252393536230001,1,0.016751019062527288,-8.5582079112366e-11,0.00037184951094710185,5,0.0005,2,2.59798793086e-31,0.0,-0.0005391486215429847,1,False,1,calibration,0.99,9.227994557110955e-09,-1.8089958302281403e-05,0.005235250405436247,1,0.0002,0.000969484601661,calibrate,8,0.0005427465737136871,double,0.06612750361625798,90,1,4001,9.227994557110955e-09,0.0,0.003783388,90,0.004000000000000002,,,1.4492006131578924e-05
,connect,0.00116768121308,1,0.025295607342336195,4.702089763019432e-09,0.0008272256234131557,5,0.0005,2,3.29049719224e-24,0.0,-0.0011910320583447928,1,False,1,calibration,0.99,5.553637904422515e-07,-1.5139821069092108e-05,0.006603861724441228,1,0.0002,0.00216725557687,calibrate,8,0.0011852083566310581,double,0.06612426238864484,90,1,4001,5.553637904422515e-07,0.0,0.003853365,90,0.005999999999999998,,,2.0963522782826722e-05
,connect,0.0031202398327603224,1,0.04225322019115265,7.933510629558495e-07,0.0022132705362074108,5,0.0005,2,7.53673732305e-16,0.0,-0.0031600047901749807,1,False,1,calibration,0.99,1.2368880682880515e-05,-1.1165394249294383e-05,0.008649203141425121,1,0.0002,0.00589166405182,calibrate,8,0.0031378286190823987,double,0.06612261652893665,90,1,4001,1.2368880682880515e-05,0.0,0.003943772,90,0.010000000000000005,,,3.3341565342630015e-05
,connect,0.010378354653093549,1,0.083353013309008,-8.209497972352906e-05,0.007383985781779262,5,0.0005,2,2.8853867955e-09,0.0,-0.010448076209204666,1,False,1,calibration,0.99,0.0006042221752960298,-7.324849027193473e-06,0.012010987585165073,1,0.0002,0.0213073267742,calibrate,8,0.010395927075891239,double,0.06612276072581402,90,1,4001,0.0006042221752960298,0.0,0.003925771,90,0.02,,,5.9476867727416977e-05
,connect,1.1930104746000001e-05,1,0.01175034072682994,3.828048988907e-17,8.368604428245934e-06,5,0.0005,2,9.58410552535e-32,0.0,-1.1974692923979747e-05,1,False,1,calibration,0.99989999,8.900700018090843e-16,-1.8735138278024362e-05,0.0005597627776901044,1,0.0002,1.79315487871e-05,calibrate,8,2.942152986903154e-05,double,0.0661841476040187,90,1,4001,8.900700018090843e-16,0.0,0.003930887,90,0.005999999999999998,,,1.2883013329725685e-06
,connect,1.2293350094326524e-05,1,0.011750327770748437,3.987921104453e-17,8.62346341951587e-06,5,0.0005,2,6.69375671279e-32,0.0,-1.2344526237065709e-05,1,False,1,calibration,0.9998969442420593,8.96116664866181e-16,-1.872854958951566e-05,0.0005549903443086037,1,0.0002,1.84775763499e-05,calibrate,8,2.9784786356304628e-05,double,0.06618403639314722,90,1,4001,8.96116664866181e-16,0.0,0.003983415,90,0.005999999999999998,,,1.2882894702767402e-06
,connect,1.2667652937221864e-05,1,0.012115796413449162,4.1167069753095e-17,8.884043463114767e-06,5,0.0005,2,6.29114477349e-31,0.0,-1.2725649557410348e-05,1,False,1,calibration,0.99989999,1.0210797797518836e-15,-1.8721246474158285e-05,0.0005437190503779662,1,0.0002,1.90402299214e-05,calibrate,8,3.015910067724209e-05,double,0.06618383770279931,90,1,4001,1.0210797797518836e-15,0.0,0.004086271,90,0.0061827272037211015,,,1.2877953543265427e-06
,connect,3.2978568744700006e-05,1,0.01970579977035886,1.3771028761765832e-14,2.3054889532995572e-05,5,0.0005,2,4.47888235172e-33,0.0,-3.330508642361856e-05,1,False,1,calibration,0.99989999,1.1098526265701575e-12,-1.8438390089910944e-05,0.00031258522609562545,1,0.0002,4.95765186521e-05,calibrate,8,5.047063940689383e-05,double,0.06617996483907154,90,1,4001,1.1098526265701575e-12,0.0,0.004022036,90,0.009977629788976402,,,1.272837106635675e-06
,connect,1.9836202690800004e-05,1,0.015224994730243635,2.0157209235092997e-16,1.3890410701740966e-05,5,0.0005,2,3.38990552167e-32,0.0,-2.0007908777777735e-05,1,False,1,calibration,0.99989999,2.4585894832505607e-14,-1.8602158591320095e-05,0.0004291720566435585,1,0.0002,2.98166507321e-05,calibrate,8,3.73278702659732e-05,double,0.06618178918532082,90,1,4001,2.4585894832505607e-14,0.0,0.003887767,90,0.007737297896155896,,,1.2821971031246294e-06
,connect,1.538350541731792e-05,1,0.013377358042870073,5.1203485895715e-17,1.0781439382606486e-05,5,0.0005,2,2.3784133391e-33,0.0,-1.5487891201176637e-05,1,False,1,calibration,0.99989999,3.588464867857641e-15,-1.8672888330907874e-05,0.0004929039924339382,1,0.0002,2.31228062908e-05,calibrate,8,3.2875036440785725e-05,double,0.0661828942888549,90,1,4001,3.588464867857641e-15,0.0,0.003886563,90,0.006813500376233594,,,1.2857430912987858e-06
,connect,1.538350541731792e-05,1,0.013377358042870073,5.1203485895715e-17,1.0781439382606486e-05,5,0.0005,2,2.3784133391e-33,0.0,-1.5487891201176637e-05,1,False,1,calibration,0.99989999,3.588464867857641e-15,-1.8672888330907874e-05,0.0004929039924339382,1,0.0002,2.31228062908e-05,calibrate,8,3.2875036440785725e-05,double,0.0661828942888549,90,1,4001,3.588464867857641e-15,0.0,0.003905713,90,0.006813500376233594,,,1.2857430912987858e-06
,connect,1.5851869157099992e-05,1,0.013377346817744554,4.8183679268744995e-17,1.1110077422156445e-05,5,0.0005,2,5.03352222428e-32,0.0,-1.5964033294900313e-05,1,False,1,calibration,0.9998969442420593,3.4518698632823952e-15,-1.8665060050710232e-05,0.0004878369809765258,1,0.0002,2.3826885469e-05,calibrate,8,3.33434145436479e-05,double,0.06618278279350054,90,1,4001,3.4518698632823952e-15,0.0,0.003846472,90,0.006813500376233594,,,1.285678801962646e-06
,connect,1.63344884267e-05,1,0.013792369935598136,6.0396132539635e-17,1.1445623248982833e-05,5,0.0005,2,1.44050467218e-32,0.0,-1.645409781771112e-05,1,False,1,calibration,0.99989999,5.444611015176149e-15,-1.8656940106848954e-05,0.0004775745379664806,1,0.0002,2.4552402632e-05,calibrate,8,3.382604861346728e-05,double,0.06618262075169777,90,1,4001,5.444611015176149e-15,0.0,0.003877439,90,0.007021002354783901,,,1.2849893110927944e-06
,connect,3.304987197130001e-05,1,0.01972737456321204,1.4007284221405539e-14,2.3104566378845494e-05,5,0.0005,2,4.0979542948e-33,0.0,-3.337709823187301e-05,1,False,1,calibration,0.99989999,1.125886495790716e-12,-1.8437639055603764e-05,0.0003121257544069478,1,0.0002,4.96837355062e-05,calibrate,8,5.054194482061649e-05,double,0.06617995806752691,90,1,4001,1.125886495790716e-12,0.0,0.003936053,90,0.009988416741332546,,,1.272792466860285e-06
,connect,2.2548912999408245e-05,1,0.016249648310980424,5.65858471191005e-16,1.5783440291752606e-05,5,0.0005,2,1.551891313e-31,0.0,-2.2757249811999753e-05,1,False,1,calibration,0.99989999,6.825307523960019e-14,-1.8563502019454732e-05,0.000398319595603442,1,0.0002,3.38949555168e-05,calibrate,8,4.004066376985424e-05,double,0.06618128338272393,90,1,4001,6.825307523960019e-14,0.0,0.003913552,90,0.008249610974164007,,,1.2800880616002427e-06
,connect,1.862486497845842e-05,1,0.014744882833075618,1.2598810883452496e-16,1.3044844310820171e-05,5,0.0005,2,2.13037219964e-32,0.0,-1.877920986476682e-05,1,False,1,calibration,0.99989999,1.4881957552907938e-14,-1.862044458425466e-05,0.0004446625117967886,1,0.0002,2.79955728101e-05,calibrate,8,3.611649540453318e-05,double,0.06618205012644814,90,1,4001,1.4881957552907938e-14,0.0,0.003829728,90,0.007497247993513833,,,1.2831590444882975e-06
,connect,1.6926798598299998e-05,1,0.014044775351572407,7.194245199573501e-17,1.1859251090866203e-05,5,0.0005,2,2.30152196435e-32,0.0,-1.7055644280267922e-05,1,False,1,calibration,0.99989999,7.127291255568013e-15,-1.8647249202441126e-05,0.00046855505003834104,1,0.0002,2.54428230034e-05,calibrate,8,3.441837694928936e-05,double,0.06618246213677928,90,1,4001,7.127291255568013e-15,0.0,0.003883208,90,0.007147202391462207,,,1.2845165334196844e-06
,connect,1.538350541731792e-05,1,0.013377358042870073,5.1203485895715e-17,1.0781439382606486e-05,5,0.0005,2,2.3784133391e-33,0.0,-1.5487891201176637e-05,1,False,1,calibration,0.99989999,3.588464867857641e-15,-1.8672888330907874e-05,0.0004929039924339382,1,0.0002,2.31228062908e-05,calibrate,8,3.2875036440785725e-05,double,0.0661828942888549,90,1,4001,3.588464867857641e-15,0.0,0.003891835,90,0.006813500376233594,,,1.2857430912987858e-06
,connect,8.285338817115697e-06,0.5,0.012976734021913995,3.1752378504274994e-17,5.8662397101075445e-06,5,0.0005,2,2.08049954042e-32,0.0,-8.325089913237258e-06,1,False,1,calibration,0.99989999,-4.381035970316156e-16,-1.8838383703176913e-05,0.0005460022421464536,1,0.0002,1.54536178768e-05,calibrate,8,2.5776652176697814e-05,double,0.06618127861267627,90,1,4001,-4.381035970316156e-16,0.0,0.003897808,90,0.010000000000000005,,,1.3868214397163573e-06
,connect,8.797594396762149e-06,0.5152272669767585,0.012266328373042083,3.2152058793140006e-17,6.2226370219307536e-06,5,0.0005,2,3.74391834437e-31,0.0,-8.850595764338047e-06,1,False,1,calibration,0.99989999,6.874510495891276e-17,-1.881577407824814e-05,0.0005262182453636247,1,0.0002,1.57492333012e-05,calibrate,8,2.6288923463914315e-05,double,0.06618116165670114,90,1,4001,6.874510495891276e-17,0.0,0.003919969,90,0.010000000000000005,,,1.3774463786718716e-06
,connect,8.797594396756235e-06,0.5,0.012652511776858095,3.1308289294425e-17,6.2253536473963875e-06,5,0.0005,2,9.05453189608e-34,0.0,-8.853944478057659e-06,1,False,1,calibration,0.99989999,6.369003551413412e-16,-1.881701894863246e-05,0.0005253310793032564,1,0.0002,1.59935814049e-05,calibrate,8,2.6288923463893153e-05,double,0.06618100480336314,90,1,4001,6.369003551413412e-16,0.0,0.003929069,90,0.010304545339535176,,,1.382039962796967e-06
,connect,1.139810606127706e-05,0.29234472967546793,0.02198582422305744,6.16932238628957e-13,8.117304500513334e-06,5,0.0005,2,1.3573347959e-30,0.0,-1.1610300078016191e-05,1,False,1,calibration,0.99989999,-7.075311448723657e-10,-1.871954333566475e-05,0.00048390326958721946,1,0.0002,2.3640028009e-05,calibrate,8,2.8889514870660637e-05,double,0.06617796040447829,90,1,4001,-7.075311448723657e-10,0.0,0.004028853,90,0.02006079404873449,,,1.4403285430203054e-06
,connect,1.139810606127706e-05,0.29234472967546793,0.02198582422305744,6.16932238628957e-13,8.117304500513334e-06,5,0.0005,2,1.3573347959e-30,0.0,-1.1610300078016191e-05,1,False,1,calibration,0.99989999,-7.075311448723657e-10,-1.871954333566475e-05,0.00048390326958721946,1,0.0002,2.3640028009e-05,calibrate,8,2.8889514870660637e-05,double,0.06617796040447829,90,1,4001,-7.075311448723657e-10,0.0,0.003963176,90,0.02006079404873449,,,1.4403285430203054e-06
,connect,1.21027719673e-05,0.30124795217150113,0.02043760246804016,-2.1547814643711135e-12,8.605966497390656e-06,5,0.0005,2,5.96279492723e-31,0.0,-1.2334047695877805e-05,1,False,1,calibration,0.99989999,6.486859744502817e-10,-1.8685411156041605e-05,0.00045378652640201374,1,0.0002,2.43446191131e-05,calibrate,8,2.95942023851715e-05,double,0.06617786718297515,90,1,4001,6.486859744502817e-10,0.0,0.003885123,90,0.02006079404873449,,,1.4252564667479097e-06
,connect,1.21027719673e-05,0.29234472967546793,0.021282424805943057,-3.2182010389909425e-12,8.611048486134283e-06,5,0.0005,2,2.51228830651e-30,0.0,-1.2338512444651838e-05,1,False,1,calibration,0.99989999,9.533281711123848e-10,-1.8686020519058258e-05,0.0004599681250760543,1,0.0002,2.46117797116e-05,calibrate,8,2.959420238520612e-05,double,0.06617778354021601,90,1,4001,9.533281711123848e-10,0.0,0.003891301,90,0.020671736182226175,,,1.4303305785039764e-06
,connect,1.13981859751e-05,0.31651249396857695,0.019758386387527603,7.69960983854621e-14,8.104176780154403e-06,5,0.0005,2,3.38560763387e-31,0.0,-1.1599037054747649e-05,1,False,1,calibration,0.99989999,-1.9267956736654882e-10,-1.8716751464095623e-05,0.00046774343726159684,1,0.0002,2.2956611734e-05,calibrate,8,2.8889594786887603e-05,double,0.06617819230466823,90,1,4001,-1.9267956736654882e-10,0.0,0.003845921,90,0.01852908838750285,,,1.4261937319556685e-06
,connect,1.13981859751e-05,0.31651249396857695,0.019758386387527603,7.69960983854621e-14,8.104176780154403e-06,5,0.0005,2,3.38560763387e-31,0.0,-1.1599037054747649e-05,1,False,1,calibration,0.99989999,-1.9267956736654882e-10,-1.8716751464095623e-05,0.00046774343726159684,1,0.0002,2.2956611734e-05,calibrate,8,2.8889594786887603e-05,double,0.06617819230466823,90,1,4001,-1.9267956736654882e-10,0.0,0.003858596,90,0.01852908838750285,,,1.4261937319556685e-06
,connect,1.13981859751e-05,0.31651249396857695,0.019758386387527603,7.69960983854621e-14,8.104176780154403e-06,5,0.0005,2,3.38560763387e-31,0.0,-1.1599037054747649e-05,1,False,1,calibration,0.99989999,-1.9267956736654882e-10,-1.8716751464095623e-05,0.00046774343726159684,1,0.0002,2.2956611734e-05,calibrate,8,2.8889594786887603e-05,double,0.06617819230466823,90,1,4001,-1.9267956736654882e-10,0.0,0.00394373,90,0.01852908838750285,,,1.4261937319556685e-06
,connect,1.1398185974699997e-05,1,0.019749956422693577,-3.6726177654592e-16,7.967059499345568e-06,5,0.0005,2,2.69318382844e-33,0.0,-1.1389970792519518e-05,1,False,1,matched_calibration,0.99,-1.1456041341757354e-14,-1.8175051452573503e-05,0.00011878788720170108,1,0.2,1.14681603483e-05,calibrate,8,2.888930963575515e-05,double,0.06617822933277091,90,1,4001,-1.1456041341757354e-14,0.0,0.003966047,90,0.010000000000000005,,fourbar_trace_matched_calibration_connect.csv,6.757126093378709e-07
,weld,1.1398186000900002e-05,1,0.019749956957796043,5.968159300094921e-15,7.960638952641986e-06,5,0.0005,2,1.05684437452e-31,0.0,-1.1247482222706876e-05,1,False,1,matched_calibration,0.9890998075176296,7.497727024691659e-13,-1.851707926459909e-05,0.000358713243844074,1,0.2,1.14862983822e-05,calibrate,8,2.8889313422587513e-05,double,0.06619261683020622,90,1,4001,7.497727024691659e-13,0.0,0.004955381,90,0.00999990991577752,,fourbar_trace_matched_calibration_weld.csv,8.752480647184546e-07
,tendon,1.1398185998499998e-05,1,0.01976349384873513,6.7851946283791015e-15,7.968223441369955e-06,5,0.0005,2,7.2405096061e-33,0.0,-1.1461087398869926e-05,1,False,1,matched_calibration,0.9921930164592978,5.139949188830607e-13,-1.8715600049048545e-05,0.0004581210380783401,1,0,1.28957440818e-05,calibrate,8,2.8889277489593126e-05,double,0.06618269374853401,90,1,4001,5.139949188830607e-13,0.0,0.002797471,90,0.009488472193020818,,fourbar_trace_matched_calibration_tendon.csv,1.287409958325345e-06
,connect,1.13981859751e-05,0.31651249396857695,0.019758386387527603,7.69960983854621e-14,8.104176780154403e-06,5,0.0005,2,3.38560763387e-31,0.0,-1.1599037054747649e-05,1,False,1,light_calibration,0.99989999,-1.9267956736654882e-10,-1.8716751464095623e-05,0.00046774343726159684,1,0.0002,2.2956611734e-05,calibrate,8,2.8889594786887603e-05,double,0.06617819230466823,90,1,4001,-1.9267956736654882e-10,0.0,0.004072652,90,0.01852908838750285,,fourbar_trace_light_calibration_connect.csv,1.4261937319556685e-06
,connect,,1,,-2.9208411850100003e-05,2.6482496151862425e-05,5,0.0005,2,3.32541533419e-33,0.0,-0.00015689481888402678,0,False,1,precision,0.99,0.9345076704909998,-0.0009084761830223918,2.421966712982227e-05,10,0.2,2.91983906457e-05,static,8,0.001065368342416203,double,0.85307126688847,0,0,4001,4.593189000035025e-06,0.9345030773020003,0.003453939,90,0.010000000000000005,,,2.659490215642943e-09
,connect,,1,,-0.000114019022719,0.00010342341655522365,5,0.0005,2,1.91715473936e-33,0.0,-0.000614310489405906,1,False,1,precision,0.99,0.9345383087560001,-0.0009085398021417139,3.409370520473281e-05,10,0.2,0.0001147120931,static,8,0.0015228473812535994,double,0.8530712453902448,0,0,4001,3.525533399995062e-05,0.9345030534220004,0.003658413,90,0.010000000000000005,,,2.910294020531945e-09
,connect,,1,,-2.9208411850100003e-05,2.6482496151862425e-05,5,0.0005,2,3.32541533419e-33,0.0,-0.00015689481888402678,0,False,1,precision,0.99,0.9345076704909998,-0.0009084761830223918,2.421966712982227e-05,10,0.2,2.91983906457e-05,static,8,0.001065368342416203,double,0.85307126688847,0,1,4001,4.593189000035025e-06,0.9345030773020003,0.003700187,90,0.010000000000000005,,,2.659490215642943e-09
,connect,,1,,-0.000114019022719,0.00010342341655522395,5,0.0005,2,2.49510322203e-33,0.0,-0.0006143104894058918,1,False,1,precision,0.99,0.9345383087560001,-0.0009085398021417173,3.409370520489666e-05,10,0.2,0.0001147120931,static,8,0.0015228473812535848,double,0.8530712453902449,0,1,4001,3.525533399995062e-05,0.9345030534220004,0.003925128,90,0.010000000000000005,,,2.9102940242182324e-09
,connect,,1,,-2.9208411850100003e-05,2.6482496151862425e-05,5,0.0005,2,3.32541533419e-33,0.0,-0.00015689481888402678,0,False,1,precision,0.99,0.9345076704909998,-0.0009084761830223918,2.421966712982227e-05,10,0.2,2.91983906457e-05,static,8,0.001065368342416203,double,0.85307126688847,0,2,4001,4.593189000035025e-06,0.9345030773020003,0.003485004,90,0.010000000000000005,,,2.659490215642943e-09
,connect,,1,,-0.000114019022719,0.00010342341655522365,5,0.0005,2,1.91715473936e-33,0.0,-0.000614310489405906,1,False,1,precision,0.99,0.9345383087560001,-0.0009085398021417139,3.409370520473281e-05,10,0.2,0.0001147120931,static,8,0.0015228473812535994,double,0.8530712453902448,0,2,4001,3.525533399995062e-05,0.9345030534220004,0.003654187,90,0.010000000000000005,,,2.910294020531945e-09
,weld,,1,,-8.688931218629998e-05,7.880425019568784e-05,5,0.0005,2,5.60952707574e-33,0.0,-0.0004676712748529234,0,False,1,precision,0.9890998075176296,0.9345168061549995,-0.0009085064724913463,5.468994639256045e-05,10,0.2,8.68591794935e-05,static,8,0.0013761741762209987,double,0.8530746591985396,0,0,4001,1.37359730000286e-05,0.934503070182,0.004419802,90,0.00999990991577752,,,3.571123271010543e-09
,weld,,1,,-0.00011398385849,0.00010338524433078533,5,0.0005,2,1.5463675117e-33,0.0,-0.0006137686770710198,1,False,1,precision,0.9890998075176296,0.9345403376349486,-0.0009085546796324602,5.760215585132885e-05,10,0.2,0.00011486041311,static,8,0.001522319619058054,double,0.8530746429502404,0,0,4001,3.728579394897602e-05,0.9345030518410001,0.004576436,90,0.00999990991577752,,,3.737645426016636e-09
,weld,,1,,-8.688931218629998e-05,7.880425019568784e-05,5,0.0005,2,5.60952707574e-33,0.0,-0.0004676712748529234,0,False,1,precision,0.9890998075176296,0.9345168061549995,-0.0009085064724913463,5.468994639256045e-05,10,0.2,8.68591794935e-05,static,8,0.0013761741762209987,double,0.8530746591985396,0,1,4001,1.37359730000286e-05,0.934503070182,0.004431505,90,0.00999990991577752,,,3.571123271010543e-09
,weld,,1,,-0.00011398385849,0.00010338524433078533,5,0.0005,2,2.00166059555e-32,0.0,-0.0006137686770710313,1,False,1,precision,0.9890998075176296,0.9345403376349527,-0.0009085546796324572,5.7602155854059654e-05,10,0.2,0.00011486041311,static,8,0.0015223196190580338,double,0.8530746429502404,0,1,4001,3.7285793952975934e-05,0.9345030518410001,0.004840683,90,0.00999990991577752,,,3.737645454639574e-09
,weld,,1,,-8.688931218629998e-05,7.880425019568784e-05,5,0.0005,2,5.60952707574e-33,0.0,-0.0004676712748529234,0,False,1,precision,0.9890998075176296,0.9345168061549995,-0.0009085064724913463,5.468994639256045e-05,10,0.2,8.68591794935e-05,static,8,0.0013761741762209987,double,0.8530746591985396,0,2,4001,1.37359730000286e-05,0.934503070182,0.004372579,90,0.00999990991577752,,,3.571123271010543e-09
,weld,,1,,-0.00011398385849,0.00010338524433078533,5,0.0005,2,1.5463675117e-33,0.0,-0.0006137686770710198,1,False,1,precision,0.9890998075176296,0.9345403376349486,-0.0009085546796324602,5.760215585132885e-05,10,0.2,0.00011486041311,static,8,0.001522319619058054,double,0.8530746429502404,0,2,4001,3.728579394897602e-05,0.9345030518410001,0.004583156,90,0.00999990991577752,,,3.737645426016636e-09
,tendon,,1,,-0.00011400028594500002,0.0001034161309747768,5,0.0005,2,3.49894274457e-34,0.0,-0.0006110219658697995,0,False,1,precision,0.9921930164592978,0.9345211331139999,-0.0009084872962778261,6.345777344965579e-05,10,0,0.000113960552908,static,8,0.0015195059247259488,double,0.8530712764442081,0,0,4001,1.8066305000008498e-05,0.9345030668090003,0.00260966,90,0.009488472193020818,,,3.3374216768010737e-09
,tendon,,1,,-0.00011389750497799996,0.0001033254218351061,5,0.0005,2,9.06653717275e-32,0.0,-0.0006102896279916743,1,False,1,precision,0.9921930164592978,0.93452111667,-0.0009084872614272858,6.346373167382522e-05,10,0,0.000113857808514,static,8,0.0015187735521364478,double,0.8530712764567208,0,0,4001,1.8049848000023516e-05,0.9345030668219999,0.002967852,90,0.009488472193020818,,,3.3372825121880806e-09
,connect,,1,,-2.9208411850100003e-05,2.648249615185402e-05,5,0.0005,2,6.92992923253e-34,0.0,-0.0001568948188840626,0,False,1,precision,0.99,0.9345076704909998,-0.0009084761830223343,2.4219667129245194e-05,10,0.2,2.91983906457e-05,static,8,0.0010653683424162023,double,0.85307126688847,37,0,4001,4.593189000035025e-06,0.9345030773020003,0.003473826,90,0.010000000000000005,,,2.659490194636526e-09
,connect,,1,,-0.00010468565853199997,9.495609279851229e-05,5,0.0005,2,2.58632520788e-32,0.0,-0.0005639881730779416,1,False,1,precision,0.99,0.9345042216920002,-0.0009084730396284273,1.580431956042233e-05,10,0.2,0.000105292871055,static,8,0.0014724583400465394,double,0.8530712683834397,37,0,4001,1.1417019999404587e-06,0.9345030799899999,0.003570798,90,0.010000000000000005,,,2.872659829521e-09
