time,input_angle,output_angle,input_velocity,output_velocity,input_acceleration,input_torque,output_torque,static_reference_torque,deflection_m,span_error_m,closure_m,kinetic_J,input_power_W,output_power_W,equality_power_W,rows,q0,q1
0.58,1.5706093,1.90836276,-2.27890401e-14,1.05135035e-13,6.60831379e-12,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,2.97559358e-29,-2.13113746e-15,-2.10270071e-14,2.31581445e-14,1,-0.000187031788,-0.000144446387
0.582,1.5706093,1.90836276,-1.88844636e-14,8.51983053e-14,5.29027169e-12,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,1.95485286e-29,-1.7659975e-15,-1.70396611e-14,1.88056586e-14,1,-0.000187031788,-0.000144446387
0.584,1.5706093,1.90836276,-1.64398937e-14,6.8522389e-14,3.30934942e-12,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,1.26647989e-29,-1.53739136e-15,-1.37044778e-14,1.52418692e-14,1,-0.000187031788,-0.000144446387
0.586,1.5706093,1.90836276,-1.45935897e-14,5.7387776e-14,6.7584323e-12,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,8.89498688e-30,-1.36473259e-15,-1.14775552e-14,1.28422878e-14,1,-0.000187031788,-0.000144446387
0.588,1.5706093,1.90836276,-1.17389501e-14,4.66874181e-14,3.07630251e-12,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,5.88558435e-30,-1.09777841e-15,-9.33748362e-15,1.0435262e-14,1,-0.000187031788,-0.000144446387
0.59,1.5706093,1.90836276,-9.24881686e-15,3.57036242e-14,2.61880145e-12,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,3.44451042e-30,-8.64911379e-16,-7.14072484e-15,8.00563622e-15,1,-0.000187031788,-0.000144446387
0.592,1.5706093,1.90836276,-8.10577241e-15,2.59887914e-14,1.41420763e-12,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,1.83526896e-30,-7.58018556e-16,-5.19775827e-15,5.95577683e-15,1,-0.000187031788,-0.000144446387
0.594,1.5706093,1.90836276,-7.30742421e-15,1.94645634e-14,1.4258317e-12,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,1.03777122e-30,-6.8336031e-16,-3.89291268e-15,4.57627299e-15,1,-0.000187031788,-0.000144446387
0.596,1.5706093,1.90836276,-6.46351272e-15,1.54808579e-14,1.55698458e-12,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,6.60461507e-31,-6.04441171e-16,-3.09617157e-15,3.70061274e-15,1,-0.000187031788,-0.000144446387
0.598,1.5706093,1.90836276,-5.56809488e-15,1.31379605e-14,1.54117608e-12,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,4.76137072e-31,-5.20705372e-16,-2.62759211e-15,3.14829748e-15,1,-0.000187031788,-0.000144446387
0.6,1.5706093,1.90836276,-4.70635427e-15,1.1738983e-14,5.01312982e-12,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,3.78829426e-31,-4.40118928e-16,-2.3477966e-15,2.78791553e-15,1,-0.000187031788,-0.000144446387
0.602,1.5706093,1.90836276,-2.91749961e-15,6.99858143e-15,1.06765076e-12,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,1.34969269e-31,-2.72832585e-16,-1.39971629e-15,1.67254887e-15,1,-0.000187031788,-0.000144446387
0.604,1.5706093,1.90836276,-2.55101223e-15,2.27638217e-15,2.59142959e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,1.70903865e-32,-2.3856019e-16,-4.55276433e-16,6.93836623e-16,1,-0.000187031788,-0.000144446387
0.606,1.5706093,1.90836276,-2.41432234e-15,-1.02603692e-15,2.76935505e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,5.73157826e-33,-2.25777512e-16,2.05207385e-16,2.05701275e-17,1,-0.000187031788,-0.000144446387
0.608,1.5706093,1.90836276,-2.22810712e-15,-3.05169399e-15,4.04721365e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,2.73399256e-32,-2.0836343e-16,6.10338797e-16,-4.01975367e-16,1,-0.000187031788,-0.000144446387
0.61,1.5706093,1.90836276,-1.9784995e-15,-4.22444281e-15,4.69997642e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,4.95837495e-32,-1.8502115e-16,8.44888563e-16,-6.59867413e-16,1,-0.000187031788,-0.000144446387
0.612,1.5706093,1.90836276,-1.7031387e-15,-4.9083296e-15,4.76626228e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,6.57421536e-32,-1.59270539e-16,9.8166592e-16,-8.22395381e-16,1,-0.000187031788,-0.000144446387
0.614,1.5706093,1.90836276,-2.24395523e-15,-3.6601712e-15,-6.01072057e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,3.82735216e-32,-2.0984548e-16,7.32034241e-16,-5.22188761e-16,1,-0.000187031788,-0.000144446387
0.616,1.5706093,1.90836276,-2.09141723e-15,4.84754801e-16,1.08916881e-12,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,2.81997351e-33,-1.95580753e-16,-9.69509603e-17,2.92531713e-16,1,-0.000187031788,-0.000144446387
0.618,1.5706093,1.90836276,-1.43372095e-15,3.87298478e-15,1.09623388e-12,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,4.10575825e-32,-1.34075697e-16,-7.74596956e-16,9.08672653e-16,1,-0.000187031788,-0.000144446387
0.62,1.5706093,1.90836276,7.7791898e-17,3.27230855e-15,1.05431015e-12,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,2.85769837e-32,7.27477891e-18,-6.5446171e-16,6.47186931e-16,1,-0.000187031788,-0.000144446387
0.622,1.5706093,1.90836276,2.8381724e-16,1.33710253e-16,-3.31266158e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,8.80928573e-35,2.6541423e-17,-2.67420505e-17,2.00627496e-19,1,-0.000187031788,-0.000144446387
0.624,1.5706093,1.90836276,4.60956916e-17,-2.48482205e-15,-4.56570744e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,1.64770874e-32,4.31067982e-18,4.9696441e-16,-5.0127509e-16,1,-0.000187031788,-0.000144446387
0.626,1.5706093,1.90836276,-1.75777754e-16,-4.16723555e-15,-3.83635013e-12,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,4.63556882e-32,-1.64380138e-17,8.33447111e-16,-8.17009097e-16,1,-0.000187031788,-0.000144446387
0.628,1.5706093,1.90836276,-1.29901207e-15,-1.25226563e-15,1.09379146e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,5.03060149e-33,-1.21478275e-16,2.50453127e-16,-1.28974851e-16,1,-0.000187031788,-0.000144446387
0.63,1.5706093,1.90836276,-1.01374621e-15,2.36739371e-15,8.34446612e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,1.54707909e-32,-9.48013836e-17,-4.73478743e-16,5.68280127e-16,1,-0.000187031788,-0.000144446387
0.632,1.5706093,1.90836276,-4.7011915e-17,4.25003263e-15,2.76143839e-12,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,4.82010273e-32,-4.39636127e-18,-8.50006526e-16,8.54402887e-16,1,-0.000187031788,-0.000144446387
0.634,1.5706093,1.90836276,7.43412234e-16,1.54828977e-15,-9.96695398e-14,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,6.67392848e-33,6.95208599e-17,-3.09657954e-16,2.40137094e-16,1,-0.000187031788,-0.000144446387
0.636,1.5706093,1.90836276,5.27481828e-16,-1.47069335e-15,-6.05489959e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,5.91122461e-33,4.93279348e-17,2.9413867e-16,-3.43466605e-16,1,-0.000187031788,-0.000144446387
0.638,1.5706093,1.90836276,2.04576724e-16,-3.58996229e-15,-4.83417872e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,3.44117252e-32,1.91311753e-17,7.17992459e-16,-7.37123634e-16,1,-0.000187031788,-0.000144446387
0.64,1.5706093,1.90836276,-8.29512013e-16,-3.18431082e-15,-1.28660788e-12,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,2.74027867e-32,-7.75725576e-17,6.36862163e-16,-5.59289606e-16,1,-0.000187031788,-0.000144446387
0.642,1.5706093,1.90836276,-1.03157533e-15,5.26360081e-16,5.92500294e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,1.27282229e-33,-9.64686893e-17,-1.05272016e-16,2.01740706e-16,1,-0.000187031788,-0.000144446387
0.644,1.5706093,1.90836276,-6.2348667e-16,3.72476597e-15,7.52430397e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,3.7216883e-32,-5.83059135e-17,-7.44953194e-16,8.03259108e-16,1,-0.000187031788,-0.000144446387
0.646,1.5706093,1.90836276,6.9982995e-16,3.07468347e-15,8.19638476e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,2.5472368e-32,6.54452236e-17,-6.14936695e-16,5.49491471e-16,1,-0.000187031788,-0.000144446387
0.648,1.5706093,1.90836276,7.85013505e-16,-8.99181267e-17,-5.33009021e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,3.30530306e-34,7.34112399e-17,1.79836253e-17,-9.13948653e-17,1,-0.000187031788,-0.000144446387
0.65,1.5706093,1.90836276,4.46260298e-16,-2.69024812e-15,-6.13465832e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,1.94126969e-32,4.17324309e-17,5.38049624e-16,-5.79782054e-16,1,-0.000187031788,-0.000144446387
0.652,1.5706093,1.90836276,-3.65954993e-16,-3.6341679e-15,-2.46600643e-12,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,3.53100522e-32,-3.42226084e-17,7.26833581e-16,-6.92610973e-16,1,-0.000187031788,-0.000144446387
0.654,1.5706093,1.90836276,-1.00186014e-15,-2.95344196e-16,3.05961996e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,7.35982421e-34,-9.36898464e-17,5.90688392e-17,3.46210072e-17,1,-0.000187031788,-0.000144446387
0.656,1.5706093,1.90836276,-6.78955032e-16,3.06428215e-15,7.24258561e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,2.52875476e-32,-6.34930869e-17,-6.12856431e-16,6.76349517e-16,1,-0.000187031788,-0.000144446387
0.658,1.5706093,1.90836276,5.17576763e-16,3.71436465e-15,1.56519359e-12,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,3.69498176e-32,4.84016538e-17,-7.4287293e-16,6.94471276e-16,1,-0.000187031788,-0.000144446387
0.66,1.5706093,1.90836276,8.58310983e-16,6.79779551e-16,-3.90604199e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,1.60244249e-33,8.02657191e-17,-1.3595591e-16,5.56901911e-17,1,-0.000187031788,-0.000144446387
0.662,1.5706093,1.90836276,5.45310944e-16,-2.12857684e-15,-6.24822338e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,1.22394773e-32,5.09952405e-17,4.25715368e-16,-4.76710608e-16,1,-0.000187031788,-0.000144446387
0.664,1.5706093,1.90836276,2.2240584e-16,-4.00081443e-15,-4.47119401e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,4.27376537e-32,2.0798481e-17,8.00162887e-16,-8.20961368e-16,1,-0.000187031788,-0.000144446387
0.666,1.5706093,1.90836276,-9.40448735e-16,-2.35220522e-15,-5.42284098e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,1.52076935e-32,-8.79469044e-17,4.70441044e-16,-3.82494139e-16,1,-0.000187031788,-0.000144446387
0.668,1.5706093,1.90836276,-8.86961387e-16,1.40267129e-15,6.99893382e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,5.64458509e-33,-8.29449872e-17,-2.80534258e-16,3.63479245e-16,1,-0.000187031788,-0.000144446387
0.67,1.5706093,1.90836276,-4.7292969e-16,4.31244055e-15,4.22670684e-12,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,4.97379907e-32,-4.42264428e-17,-8.6248811e-16,9.06714553e-16,1,-0.000187031788,-0.000144446387
0.672,1.5706093,1.90836276,8.58310983e-16,2.26858118e-15,2.25047035e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,1.41025018e-32,8.02657191e-17,-4.53716235e-16,3.73450516e-16,1,-0.000187031788,-0.000144446387
0.674,1.5706093,1.90836276,7.35488183e-16,-8.49214484e-16,-6.08869966e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,2.19560711e-33,6.87798351e-17,1.69842897e-16,-2.38622732e-16,1,-0.000187031788,-0.000144446387
0.676,1.5706093,1.90836276,3.80886873e-16,-3.1999128e-15,-5.55887528e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,2.73963427e-32,3.56189765e-17,6.39982559e-16,-6.75601536e-16,1,-0.000187031788,-0.000144446387
0.678,1.5706093,1.90836276,-6.98765161e-16,-2.97368409e-15,-1.35828716e-12,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,2.38415047e-32,-6.53456489e-17,5.94736817e-16,-5.29391169e-16,1,-0.000187031788,-0.000144446387
0.68,1.5706093,1.90836276,-9.40448735e-16,6.19971961e-16,5.22896624e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,1.46908172e-33,-8.79469044e-17,-1.23994392e-16,2.11941297e-16,1,-0.000187031788,-0.000144446387
0.682,1.5706093,1.90836276,-5.66037296e-16,3.7533696e-15,7.05903791e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,3.77534119e-32,-5.29334839e-17,-7.5067392e-16,8.03607404e-16,1,-0.000187031788,-0.000144446387
0.684,1.5706093,1.90836276,7.4737426e-16,3.05388083e-15,7.72564432e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,2.51666604e-32,6.98913722e-17,-6.10776167e-16,5.40884794e-16,1,-0.000187031788,-0.000144446387
0.686,1.5706093,1.90836276,8.04823634e-16,-1.05520107e-16,-5.21428365e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,3.54457015e-34,7.52638018e-17,2.11040213e-17,-9.63678232e-17,1,-0.000187031788,-0.000144446387
0.688,1.5706093,1.90836276,4.64089415e-16,-2.69024812e-15,-6.07951998e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,1.94208341e-32,4.33997366e-17,5.38049624e-16,-5.8144936e-16,1,-0.000187031788,-0.000144446387
0.69,1.5706093,1.90836276,1.57032414e-16,-4.34665832e-15,-3.93958576e-12,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,5.04288739e-32,1.46850266e-17,8.69331664e-16,-8.84016691e-16,1,-0.000187031788,-0.000144446387
0.692,1.5706093,1.90836276,-1.01572723e-15,-1.40048444e-15,4.72556156e-15,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,5.7510586e-33,-9.49866398e-17,2.80096888e-16,-1.85110249e-16,1,-0.000187031788,-0.000144446387
0.694,1.5706093,1.90836276,-7.83948716e-16,2.24517821e-15,7.41657511e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,1.37593914e-32,-7.33116652e-17,-4.49035641e-16,5.22347306e-16,1,-0.000187031788,-0.000144446387
0.696,1.5706093,1.90836276,1.33260259e-16,4.14081877e-15,2.69788495e-12,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,4.57634468e-32,1.24619523e-17,-8.28163754e-16,8.15701801e-16,1,-0.000187031788,-0.000144446387
0.698,1.5706093,1.90836276,8.91988202e-16,1.43907591e-15,-1.56304994e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,5.92512854e-33,8.34150743e-17,-2.87815182e-16,2.04400107e-16,1,-0.000187031788,-0.000144446387
0.7,1.5706093,1.90836276,6.44361589e-16,-1.53050094e-15,-6.22808363e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,6.45886619e-33,6.02580502e-17,3.06100188e-16,-3.66358239e-16,1,-0.000187031788,-0.000144446387
0.702,1.5706093,1.90836276,3.05608382e-16,-3.6341679e-15,-5.10940142e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,3.52897342e-32,2.85792411e-17,7.26833581e-16,-7.55412822e-16,1,-0.000187031788,-0.000144446387
0.704,1.5706093,1.90836276,-8.86961387e-16,-2.16238113e-15,-5.96319305e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,1.28718746e-32,-8.29449872e-17,4.32476226e-16,-3.49531239e-16,1,-0.000187031788,-0.000144446387
0.706,1.5706093,1.90836276,-8.61208219e-16,1.48068119e-15,6.53187738e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,6.22223216e-33,-8.05366567e-17,-2.96136238e-16,3.76672894e-16,1,-0.000187031788,-0.000144446387
0.708,1.5706093,1.90836276,-4.59062599e-16,4.33584352e-15,4.19123562e-12,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,5.02715969e-32,-4.29296495e-17,-8.67168704e-16,9.10098353e-16,1,-0.000187031788,-0.000144446387
0.71,1.5706093,1.90836276,8.58310983e-16,2.26078019e-15,2.03748687e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,1.40082156e-32,8.02657191e-17,-4.52156037e-16,3.71890318e-16,1,-0.000187031788,-0.000144446387
0.712,1.5706093,1.90836276,7.29545144e-16,-8.59615804e-16,-6.16379891e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,2.23867155e-33,6.82240665e-17,1.71923161e-16,-2.40147227e-16,1,-0.000187031788,-0.000144446387
0.714,1.5706093,1.90836276,3.72962821e-16,-3.18951148e-15,-5.39023891e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,2.72160057e-32,3.48779517e-17,6.37902295e-16,-6.72780247e-16,1,-0.000187031788,-0.000144446387
0.716,1.5706093,1.90836276,-7.06689213e-16,-2.94768079e-15,-1.33534132e-12,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,2.3436211e-32,-6.60866736e-17,5.89536157e-16,-5.23449484e-16,1,-0.000187031788,-0.000144446387
0.718,1.5706093,1.90836276,-9.38467722e-16,6.61577241e-16,5.36306868e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,1.60949616e-33,-8.77616482e-17,-1.32315448e-16,2.20077096e-16,1,-0.000187031788,-0.000144446387
0.72,1.5706093,1.90836276,-5.58113245e-16,3.7793729e-15,4.25908787e-12,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,3.8271635e-32,-5.21924591e-17,-7.5587458e-16,8.08067039e-16,1,-0.000187031788,-0.000144446387
0.722,1.5706093,1.90836276,7.88975531e-16,1.93573894e-15,2.90129492e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,1.03110536e-32,7.37817523e-17,-3.87147787e-16,3.13366035e-16,1,-0.000187031788,-0.000144446387
0.724,1.5706093,1.90836276,6.95867925e-16,-1.03903857e-15,-5.69676384e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,3.1236495e-33,6.50747112e-17,2.07807715e-16,-2.72882426e-16,1,-0.000187031788,-0.000144446387
0.726,1.5706093,1.90836276,3.70981808e-16,-3.30652633e-15,-5.58478e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,2.92436561e-32,3.46926955e-17,6.61305265e-16,-6.95997961e-16,1,-0.000187031788,-0.000144446387
0.728,1.5706093,1.90836276,-8.57246193e-16,-1.9517544e-15,-6.00423444e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,1.05335384e-32,-8.01661443e-17,3.9035088e-16,-3.10184736e-16,1,-0.000187031788,-0.000144446387
0.73,1.5706093,1.90836276,-8.4139809e-16,1.61589835e-15,6.43899745e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,7.32263772e-33,-7.86840948e-17,-3.2317967e-16,4.01863764e-16,1,-0.000187031788,-0.000144446387
0.732,1.5706093,1.90836276,6.39248077e-17,3.71956531e-15,2.7318534e-12,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,3.69207283e-32,5.97798555e-18,-7.43913062e-16,7.37935077e-16,1,-0.000187031788,-0.000144446387
0.734,1.5706093,1.90836276,8.4246288e-16,1.18424357e-15,-1.24728328e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,4.09817527e-33,7.87836695e-17,-2.36848714e-16,1.58065044e-16,1,-0.000187031788,-0.000144446387
0.736,1.5706093,1.90836276,6.14646395e-16,-1.68392041e-15,-5.98690935e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,7.75607704e-33,5.74792073e-17,3.36784082e-16,-3.9426329e-16,1,-0.000187031788,-0.000144446387
0.738,1.5706093,1.90836276,2.93722305e-16,-3.71997879e-15,-4.05102666e-12,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,3.6970141e-32,2.7467704e-17,7.43995759e-16,-7.71463463e-16,1,-0.000187031788,-0.000144446387
0.74,1.5706093,1.90836276,-9.38467722e-16,-1.07284286e-15,-8.59406709e-14,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,3.51293308e-33,-8.77616482e-17,2.14568573e-16,-1.26806924e-16,1,-0.000187031788,-0.000144446387
0.742,1.5706093,1.90836276,-7.50271496e-16,2.40899899e-15,6.98598047e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,1.57680626e-32,-7.01623099e-17,-4.81799799e-16,5.51962109e-16,1,-0.000187031788,-0.000144446387
0.744,1.5706093,1.90836276,4.46260298e-16,3.30871317e-15,1.6314315e-12,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,2.93131029e-32,4.17324309e-17,-6.61742634e-16,6.20010204e-16,1,-0.000187031788,-0.000144446387
0.746,1.5706093,1.90836276,8.18690725e-16,4.69152821e-16,-3.2706225e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,9.23373269e-34,7.65605952e-17,-9.38305643e-17,1.72699691e-17,1,-0.000187031788,-0.000144446387
0.748,1.5706093,1.90836276,5.35405879e-16,-2.22218872e-15,-5.9415787e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,1.33209326e-32,5.00689596e-17,4.44437744e-16,-4.94506703e-16,1,-0.000187031788,-0.000144446387
0.75,1.5706093,1.90836276,-2.82752451e-16,-3.34293095e-15,-2.51569772e-12,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,2.98606972e-32,-2.64418483e-17,6.68586189e-16,-6.42144341e-16,1,-0.000187031788,-0.000144446387
0.752,1.5706093,1.90836276,-9.48372787e-16,-1.47125387e-16,2.63134696e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,5.08680984e-34,-8.86879292e-17,2.94250773e-17,5.92628519e-17,1,-0.000187031788,-0.000144446387
0.754,1.5706093,1.90836276,-6.53201864e-16,3.16049436e-15,7.15569962e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,2.6868491e-32,-6.10847564e-17,-6.32098872e-16,6.93183629e-16,1,-0.000187031788,-0.000144446387
0.756,1.5706093,1.90836276,6.76057795e-16,2.68983463e-15,8.46749912e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,1.95360618e-32,6.32221493e-17,-5.37966927e-16,4.74744778e-16,1,-0.000187031788,-0.000144446387
0.758,1.5706093,1.90836276,7.69165402e-16,-2.95344196e-16,-4.7503418e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,5.29371917e-34,7.19291904e-17,5.90688392e-17,-1.3099803e-16,1,-0.000187031788,-0.000144446387
0.76,1.5706093,1.90836276,4.48241311e-16,-2.77345868e-15,-5.51307453e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,2.06267719e-32,4.19176871e-17,5.54691736e-16,-5.96609423e-16,1,-0.000187031788,-0.000144446387
0.762,1.5706093,1.90836276,-3.44163851e-16,-3.66797219e-15,-2.45896426e-12,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,3.59609882e-32,-3.21847903e-17,7.33594439e-16,-7.01409649e-16,1,-0.000187031788,-0.000144446387
0.764,1.5706093,1.90836276,-9.82050006e-16,-3.18747166e-16,3.09265024e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,7.54628639e-34,-9.18372845e-17,6.37494332e-17,2.80878513e-17,1,-0.000187031788,-0.000144446387
0.766,1.5706093,1.90836276,-6.65087941e-16,3.07468347e-15,7.33014836e-13,0.0935158942,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.13945835e-05,2.5448594e-32,-6.21962936e-17,-6.14936695e-16,6.77132988e-16,1,-0.000187031788,-0.000144446387
