time,input_angle,output_angle,input_velocity,output_velocity,input_acceleration,input_torque,output_torque,static_reference_torque,deflection_m,span_error_m,closure_m,kinetic_J,input_power_W,output_power_W,equality_power_W,rows,q0,q1,q2,q3
0.556,1.57060929,1.90836276,-1.96248873e-13,1.05270549e-12,2.64640406e-11,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,5.36530599e-27,-1.83524266e-14,-2.10541098e-13,2.28893525e-13,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.558,1.57060929,1.90836276,-1.72308244e-13,8.81109321e-13,2.66117255e-11,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,3.76282953e-27,-1.61135926e-14,-1.76221864e-13,1.92335457e-13,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.56,1.57060929,1.90836276,-1.50298729e-13,7.36788388e-13,2.48535865e-11,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,2.63356995e-27,-1.40553489e-14,-1.47357678e-13,1.61413027e-13,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.562,1.57060929,1.90836276,-1.31983196e-13,6.16322282e-13,2.30102887e-11,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,1.84410308e-27,-1.23425519e-14,-1.23264456e-13,1.35607008e-13,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.564,1.57060929,1.90836276,-1.14607608e-13,5.16205921e-13,2.06495115e-11,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,1.2942922e-27,-1.0717655e-14,-1.03241184e-13,1.13958839e-13,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.566,1.57060929,1.90836276,-9.83854128e-14,4.2952917e-13,1.6273926e-11,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,8.97050587e-28,-9.20061876e-15,-8.59058339e-14,9.51064527e-14,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.568,1.57060929,1.90836276,-8.32359002e-14,3.54563877e-13,1.40321412e-11,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,6.12584872e-28,-7.78389563e-15,-7.09127754e-14,7.8696671e-14,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.57,1.57060929,1.90836276,-7.49304034e-14,2.94226577e-13,1.12856914e-11,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,4.22554428e-28,-7.00719807e-15,-5.88453154e-14,6.58525135e-14,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.572,1.57060929,1.90836276,-6.55778424e-14,2.475335e-13,1.50940304e-11,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,2.98977823e-28,-6.13258317e-15,-4.95067001e-14,5.56392832e-14,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.574,1.57060929,1.90836276,-5.42008973e-14,2.04413591e-13,8.62410215e-12,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,2.04361643e-28,-5.06865579e-15,-4.08827181e-14,4.59513739e-14,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.576,1.57060929,1.90836276,-4.74294711e-14,1.68867881e-13,1.29427094e-11,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,1.39790963e-28,-4.43541851e-15,-3.37735761e-14,3.82089947e-14,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.578,1.57060929,1.90836276,-4.06294971e-14,1.38236278e-13,6.72174523e-12,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,9.39310437e-29,-3.79951156e-15,-2.76472556e-14,3.14467672e-14,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.58,1.57060929,1.90836276,-3.48801427e-14,1.14475369e-13,7.72561833e-12,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,6.42920469e-29,-3.26185443e-15,-2.28950737e-14,2.61569282e-14,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.582,1.57060929,1.90836276,-2.94691525e-14,9.36499998e-14,6.75344085e-12,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,4.31203139e-29,-2.75583981e-15,-1.873e-14,2.14858398e-14,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.584,1.57060929,1.90836276,-2.46205071e-14,7.47053521e-14,3.78200337e-12,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,2.74536087e-29,-2.30241347e-15,-1.49410704e-14,1.72434839e-14,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.586,1.57060929,1.90836276,-2.18928015e-14,5.96408697e-14,4.80204939e-12,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,1.77157603e-29,-2.04732912e-15,-1.19281739e-14,1.3975503e-14,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.588,1.57060929,1.90836276,-1.87701327e-14,4.7230252e-14,3.43292859e-12,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,1.12251485e-29,-1.75530935e-15,-9.4460504e-15,1.12013598e-14,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.59,1.57060929,1.90836276,-1.6419737e-14,3.79554961e-14,2.1623279e-12,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,7.32028701e-30,-1.53550954e-15,-7.59109922e-15,9.12660877e-15,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.592,1.57060929,1.90836276,-1.22775469e-14,2.77179804e-14,3.02515668e-12,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,4.02041295e-30,-1.14814814e-15,-5.54359608e-15,6.69174422e-15,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.594,1.57060929,1.90836276,-1.02639063e-14,1.73186185e-14,1.23844407e-12,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,1.69874105e-30,-9.59840344e-16,-3.46372371e-15,4.42356405e-15,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.596,1.57060929,1.90836276,-9.42283307e-15,9.53618303e-15,-1.01536793e-12,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,6.50890405e-31,-8.81186471e-16,-1.90723661e-15,2.78842308e-15,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.598,1.57060929,1.90836276,-9.55908391e-15,6.36068755e-15,9.04896131e-13,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,3.19218422e-31,-8.93928116e-16,-1.27213751e-15,2.16606562e-15,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.6,1.57060929,1.90836276,-8.52332411e-15,5.35507054e-15,1.50561719e-12,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,2.17009793e-31,-7.97067913e-16,-1.07101411e-15,1.86808202e-15,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.602,1.57060929,1.90836276,-7.18698185e-15,5.14240289e-15,1.55284083e-12,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,1.84905199e-31,-6.72098415e-16,-1.02848058e-15,1.70057899e-15,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.604,1.57060929,1.90836276,-5.89238395e-15,5.16737937e-15,1.42796331e-12,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,1.75914135e-31,-5.51032686e-16,-1.03347587e-15,1.58450856e-15,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.606,1.57060929,1.90836276,-5.20206239e-15,6.47004719e-15,1.19980576e-12,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,2.23381847e-31,-4.86476516e-16,-1.29400944e-15,1.78048595e-15,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.608,1.57060929,1.90836276,-4.15855099e-15,7.78504253e-15,-1.78524446e-12,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,3.07094598e-31,-3.88891413e-16,-1.55700851e-15,1.94589992e-15,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.61,1.57060929,1.90836276,-4.6103367e-15,1.18054285e-14,8.82122777e-13,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,6.80294842e-31,-4.31140644e-16,-2.3610857e-15,2.79222634e-15,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.612,1.57060929,1.90836276,-3.60201495e-15,1.57908919e-14,1.38948277e-12,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,1.18516222e-30,-3.36846341e-16,-3.15817839e-15,3.49502473e-15,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.614,1.57060929,1.90836276,-2.22336149e-15,1.84563006e-14,1.84050549e-12,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,1.59696906e-30,-2.07920065e-16,-3.69126013e-15,3.89918019e-15,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.616,1.57060929,1.90836276,-1.05681187e-15,1.90201417e-14,7.35102438e-13,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,1.70290535e-30,-9.88289099e-17,-3.80402835e-15,3.90285726e-15,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.618,1.57060929,1.90836276,-6.02460931e-16,1.8897877e-14,3.50661714e-12,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,1.7116879e-30,-5.63397885e-17,-3.7795754e-15,3.83591519e-15,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.62,1.57060929,1.90836276,1.09419616e-15,1.51090457e-14,-3.3817109e-13,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,1.06718871e-30,1.02324943e-16,-3.02180915e-15,2.91948421e-15,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.622,1.57060929,1.90836276,6.29006278e-16,1.13487944e-14,-6.95524633e-13,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,6.09298399e-31,5.88222054e-17,-2.26975888e-15,2.21093667e-15,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.624,1.57060929,1.90836276,8.31415104e-17,8.73210222e-15,-5.15026777e-13,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,3.73577397e-31,7.77506866e-18,-1.74642044e-15,1.73864538e-15,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.626,1.57060929,1.90836276,-2.99000292e-16,7.07160397e-15,-3.11923297e-13,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,2.58013299e-31,-2.79613371e-17,-1.41432079e-15,1.44228213e-15,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.628,1.57060929,1.90836276,-1.0078116e-15,7.08064705e-15,1.14012872e-12,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,2.55397607e-31,-9.42465969e-17,-1.41612941e-15,1.51037601e-15,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.63,1.57060929,1.90836276,-5.74488161e-16,7.27851165e-15,9.83330525e-13,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,2.60300244e-31,-5.37238844e-17,-1.45570233e-15,1.50942621e-15,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.632,1.57060929,1.90836276,-7.75560668e-17,6.3052566e-15,1.07823163e-13,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,1.89915934e-31,-7.25273984e-18,-1.26105132e-15,1.26830406e-15,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.634,1.57060929,1.90836276,-8.50247508e-17,5.25955512e-15,-1.226907e-13,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,1.55427631e-31,-7.95118193e-18,-1.05191102e-15,1.05986221e-15,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.636,1.57060929,1.90836276,-1.95556758e-16,4.47223733e-15,-1.16747391e-13,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,1.4654137e-31,-1.82877026e-17,-8.94447467e-16,9.12735169e-16,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.638,1.57060929,1.90836276,-2.77731395e-16,3.96484812e-15,-7.85452985e-14,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,1.49460023e-31,-2.59723531e-17,-7.92969623e-16,8.18941976e-16,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.64,1.57060929,1.90836276,-4.08979804e-16,4.39460566e-15,3.79714264e-13,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,1.41909168e-31,-3.82461907e-17,-8.78921131e-16,9.17167322e-16,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.642,1.57060929,1.90836276,-1.91744358e-16,4.15554467e-15,8.6157144e-14,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,1.55024304e-31,-1.79311819e-17,-8.31108934e-16,8.49040116e-16,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.644,1.57060929,1.90836276,4.36619268e-17,3.94541562e-15,8.62266526e-13,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,9.1116559e-32,4.08309252e-18,-7.89083124e-16,7.85000031e-16,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.646,1.57060929,1.90836276,4.16464725e-16,2.40639062e-15,-7.54678341e-14,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,3.2925418e-32,3.89461512e-17,-4.81278125e-16,4.42331974e-16,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.648,1.57060929,1.90836276,2.58835172e-16,9.50896165e-16,-2.68847646e-13,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,1.27264774e-32,2.42052523e-17,-1.90179233e-16,1.65973981e-16,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.65,1.57060929,1.90836276,-3.42813959e-16,4.35762622e-16,-6.22389961e-13,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,1.20291896e-32,-3.20586198e-17,-8.71525245e-17,1.19211144e-16,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.652,1.57060929,1.90836276,-6.15897254e-16,1.09075812e-15,1.0961472e-12,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,3.53966042e-32,-5.75963008e-17,-2.18151625e-16,2.75747926e-16,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.654,1.57060929,1.90836276,-1.18580758e-16,6.93796856e-16,-7.18157491e-14,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,9.97716368e-33,-1.10892084e-17,-1.38759371e-16,1.4984858e-16,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.656,1.57060929,1.90836276,-6.28242401e-16,1.25242335e-15,2.9205647e-13,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,2.07019045e-32,-5.87507706e-17,-2.5048467e-16,3.09235441e-16,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.658,1.57060929,1.90836276,-3.89773543e-16,2.07194579e-15,2.32317458e-13,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,2.51483716e-32,-3.64500962e-17,-4.14389158e-16,4.50839254e-16,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.66,1.57060929,1.90836276,-2.1269286e-16,2.59772371e-15,-3.08070005e-13,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,5.84657463e-32,-1.98902038e-17,-5.19544741e-16,5.39434945e-16,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.662,1.57060929,1.90836276,2.04917529e-17,2.57139295e-15,-1.27023813e-13,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,3.18754453e-32,1.91630853e-18,-5.1427859e-16,5.12362281e-16,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.664,1.57060929,1.90836276,3.40423431e-16,2.23024959e-15,3.84828936e-13,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,2.71479605e-32,3.1835067e-17,-4.46049918e-16,4.14214851e-16,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.666,1.57060929,1.90836276,1.65160392e-15,-1.21772142e-15,3.07344853e-13,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,1.05180231e-32,1.54451535e-16,2.43544284e-16,-3.97995819e-16,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.668,1.57060929,1.90836276,-4.19998098e-16,-2.33258845e-15,-1.49396334e-12,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,2.62625283e-32,-3.92765784e-17,4.66517689e-16,-4.27241111e-16,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.67,1.57060929,1.90836276,-1.08749143e-15,-5.70755162e-16,5.95941343e-14,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,9.86192964e-33,-1.01697942e-16,1.14151032e-16,-1.245309e-17,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.672,1.57060929,1.90836276,-7.66565516e-16,1.27754308e-15,7.38849341e-13,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,1.33891369e-32,-7.16862069e-17,-2.55508617e-16,3.27194824e-16,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.674,1.57060929,1.90836276,-2.686857e-16,2.32152841e-15,3.66993977e-13,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,3.11671297e-32,-2.51264351e-17,-4.64305683e-16,4.89432118e-16,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.676,1.57060929,1.90836276,1.55920752e-15,6.23250026e-16,2.24837635e-12,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,8.67737687e-33,1.45810985e-16,-1.24650005e-16,-2.11609794e-17,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.678,1.57060929,1.90836276,1.03356172e-15,-3.51980013e-15,-3.25822334e-12,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,6.26010669e-32,9.66546473e-17,7.03960025e-16,-8.00614672e-16,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.68,1.57060929,1.90836276,-7.19865134e-16,-2.74675333e-15,-4.68529259e-15,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,3.69733408e-32,-6.731897e-17,5.49350667e-16,-4.82031697e-16,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.682,1.57060929,1.90836276,-1.07904315e-15,-9.81643949e-16,5.7047533e-14,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,2.12935267e-32,-1.00907893e-16,1.9632879e-16,-9.54208971e-17,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.684,1.57060929,1.90836276,-8.51652568e-16,1.06059044e-15,9.1417236e-13,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,2.94657654e-32,-7.96432151e-17,-2.12118088e-16,2.91761303e-16,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.686,1.57060929,1.90836276,-2.36184687e-16,2.26718323e-15,4.15555718e-13,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,2.46226737e-32,-2.20870676e-17,-4.53436646e-16,4.75523714e-16,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.688,1.57060929,1.90836276,3.02773712e-17,2.83796088e-15,1.60750378e-13,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,5.6481746e-32,2.83142126e-18,-5.67592176e-16,5.64760755e-16,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.69,1.57060929,1.90836276,1.94662252e-15,2.58154233e-16,1.63183581e-12,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,4.43294754e-33,1.82040519e-16,-5.16308465e-17,-1.30409673e-16,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.692,1.57060929,1.90836276,5.24544584e-16,-2.96885599e-15,-2.40768159e-12,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,4.55445248e-32,4.90533566e-17,5.93771199e-16,-6.42824555e-16,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.694,1.57060929,1.90836276,-9.56789765e-16,-1.73803266e-15,-4.25980338e-13,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,1.54114318e-32,-8.94752342e-17,3.47606533e-16,-2.58131298e-16,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.696,1.57060929,1.90836276,-8.45726145e-16,3.52662337e-17,6.95596303e-14,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,1.13230794e-32,-7.90889992e-17,-7.05324675e-18,8.6142246e-17,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.698,1.57060929,1.90836276,-6.44964088e-16,1.73325445e-15,8.36652783e-13,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,3.37628126e-32,-6.03145174e-17,-3.46650891e-16,4.06965408e-16,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.7,1.57060929,1.90836276,-1.09235198e-16,2.6788218e-15,3.42714063e-13,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,3.46085876e-32,-1.02152482e-17,-5.3576436e-16,5.45979608e-16,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.702,1.57060929,1.90836276,1.45100927e-15,1.1103639e-15,1.53642543e-12,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,1.57048926e-32,1.35692708e-16,-2.2207278e-16,8.63800716e-17,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.704,1.57060929,1.90836276,1.90787496e-15,-3.58194904e-15,-4.38641403e-12,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,7.12599289e-32,1.78417e-16,7.16389808e-16,-8.94806808e-16,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.706,1.57060929,1.90836276,-2.74296686e-16,-4.02837449e-15,-9.90639233e-13,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,7.94103114e-32,-2.56511526e-17,8.05674898e-16,-7.80023745e-16,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.708,1.57060929,1.90836276,-1.19421799e-15,-2.29291099e-15,-1.72280241e-13,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,4.5643611e-32,-1.11678592e-16,4.58582198e-16,-3.46903606e-16,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.71,1.57060929,1.90836276,-1.0655682e-15,8.67802807e-17,9.43718761e-13,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,2.75652899e-32,-9.9647768e-17,-1.73560561e-17,1.17003824e-16,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.712,1.57060929,1.90836276,-4.00911839e-16,1.64110735e-15,4.98302831e-13,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,1.30042583e-32,-3.74917062e-17,-3.28221469e-16,3.65713175e-16,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.714,1.57060929,1.90836276,-6.14346172e-17,2.45922042e-15,2.29610648e-13,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,4.60032961e-32,-5.74512496e-18,-4.91844085e-16,4.97589209e-16,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.716,1.57060929,1.90836276,4.66679468e-16,2.34102081e-15,4.85121574e-13,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,4.06944509e-32,4.36420374e-17,-4.68204161e-16,4.24562124e-16,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.718,1.57060929,1.90836276,6.29105037e-16,1.2217944e-15,-1.42817678e-13,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,1.32832111e-32,5.88314409e-17,-2.44358881e-16,1.8552744e-16,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.72,1.57060929,1.90836276,-1.03697981e-16,8.42746586e-16,-8.21479663e-13,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,8.31350316e-33,-9.69742933e-18,-1.68549317e-16,1.78246747e-16,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.722,1.57060929,1.90836276,1.04556984e-15,-2.48679093e-16,1.62040415e-12,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,3.27729341e-33,9.77775998e-17,4.97358187e-17,-1.47513418e-16,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.724,1.57060929,1.90836276,1.86666764e-17,-1.61888389e-15,-1.73825838e-12,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,1.37688514e-32,1.74563452e-18,3.23776779e-16,-3.25522413e-16,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
0.726,1.57060929,1.90836276,-8.28975926e-16,-2.10990573e-16,-8.94413807e-14,0.0935160863,-0.2,0.0935157222,-1.1398186e-05,1.13945835e-05,1.14862951e-05,2.69306543e-33,-7.75225842e-17,4.21981146e-17,3.53244696e-17,3,-0.000187032173,0.00020489063,-0.000144446567,0.000162305024
