time,input_angle,output_angle,input_velocity,output_velocity,input_acceleration,input_torque,output_torque,static_reference_torque,deflection_m,span_error_m,closure_m,kinetic_J,input_power_W,output_power_W,equality_power_W,rows,q0,q1,q2
0.422,1.57060929,1.90836277,2.8253088e-07,7.49604914e-07,-0.000166934441,0.0935158572,-0.2,0.0935157221,-1.1394674e-05,1.13910726e-05,1.71302055e-05,1.54275275e-15,2.64211175e-08,-1.49920983e-07,1.23497307e-07,2,-0.00018703454,0.000159512948,-0.000144430114
0.424,1.57060929,1.90836277,1.82843475e-07,-4.25724606e-07,-0.000180261968,0.0935161347,-0.2,0.0935157221,-1.13947163e-05,1.13911148e-05,1.71298019e-05,5.03006701e-16,1.7098815e-08,8.51449212e-08,-1.02242609e-07,2,-0.000187034098,0.000159514756,-0.000144430119
0.426,1.57060929,1.90836277,8.06581661e-08,-1.33642415e-06,-0.00017060713,0.0935165269,-0.2,0.0935157221,-1.13951458e-05,1.13915442e-05,1.712972e-05,4.77083282e-15,7.54287156e-09,2.6728483e-07,-2.74825165e-07,2,-0.00018703386,0.000159516412,-0.000144432155
0.428,1.57060929,1.90836277,-1.19272476e-08,-1.92745659e-06,-0.00014329703,0.0935169682,-0.2,0.0935157221,-1.13958426e-05,1.13922408e-05,1.71299101e-05,9.91437819e-15,-1.11540004e-09,3.85491318e-07,-3.84373944e-07,2,-0.000187033817,0.000159517755,-0.000144435619
0.43,1.57060929,1.90836276,-8.61335538e-08,-2.19030906e-06,-0.000104689284,0.0935173992,-0.2,0.0935157221,-1.1396678e-05,1.1393076e-05,1.71303006e-05,1.28057368e-14,-8.05498594e-09,4.38061812e-07,-4.30006413e-07,2,-0.000187033937,0.000159518691,-0.000144439852
0.432,1.57060929,1.90836276,-1.36889423e-07,-2.1554057e-06,-6.12586226e-05,0.0935177728,-0.2,0.0935157221,-1.13975315e-05,1.13939292e-05,1.713081e-05,1.2406504e-14,-1.2801594e-08,4.3108114e-07,-4.18280661e-07,2,-0.000187034177,0.000159519187,-0.000144444232
0.434,1.57060929,1.90836275,-1.6272688e-07,-1.88148199e-06,-1.88381139e-05,0.093518057,-0.2,0.0935157221,-1.13983026e-05,1.13947e-05,1.71313586e-05,9.45971235e-15,-1.52179016e-08,3.76296398e-07,-3.61080445e-07,2,-0.000187034487,0.000159519269,-0.000144448232
0.436,1.57060929,1.90836275,-1.65285712e-07,-1.44368935e-06,1.79271328e-05,0.0935182358,-0.2,0.0935157221,-1.13989186e-05,1.13953158e-05,1.71318766e-05,5.5757594e-15,-1.54572282e-08,2.8873787e-07,-2.7328258e-07,2,-0.000187034819,0.000159519002,-0.000144451467
0.438,1.57060929,1.90836275,-1.48555122e-07,-9.22018202e-07,4.58903189e-05,0.0935183082,-0.2,0.093515722,-1.13993378e-05,1.13957349e-05,1.71323107e-05,2.28006751e-15,-1.38926237e-08,1.8440364e-07,-1.70512347e-07,2,-0.000187035131,0.000159518482,-0.000144453709
0.44,1.57060929,1.90836275,-1.17987335e-07,-3.91299166e-07,6.34857923e-05,0.0935182857,-0.2,0.093515722,-1.13995488e-05,1.13959458e-05,1.71326268e-05,4.16081221e-16,-1.10339733e-08,7.82598333e-08,-6.72263957e-08,2,-0.000187035392,0.000159517814,-0.000144454886
0.442,1.57060929,1.90836275,-7.96076378e-08,8.63692519e-08,7.06165408e-05,0.0935181882,-0.2,0.093515722,-1.13995658e-05,1.13959628e-05,1.71328107e-05,2.35122011e-17,-7.44476205e-09,-1.72738504e-08,2.4718704e-08,2,-0.00018703558,0.000159517101,-0.000144455059
0.444,1.57060929,1.90836275,-3.92228281e-08,4.66350399e-07,6.83950286e-05,0.0935180406,-0.2,0.093515722,-1.13994225e-05,1.13958196e-05,1.71328657e-05,5.81395271e-16,-3.66804203e-09,-9.32700798e-08,9.6938499e-08,2,-0.000187035689,0.000159516433,-0.000144454394
0.446,1.57060929,1.90836275,-1.80014966e-09,7.2334094e-07,5.87941626e-05,0.0935178689,-0.2,0.093515722,-1.13991648e-05,1.13955619e-05,1.71328093e-05,1.39633584e-15,-1.6834616e-10,-1.44668188e-07,1.44836873e-07,2,-0.00018703572,0.000159515878,-0.00014445312
0.448,1.57060929,1.90836275,2.89439621e-08,8.50696543e-07,4.42642544e-05,0.0935176971,-0.2,0.093515722,-1.1398843e-05,1.13952402e-05,1.71326684e-05,1.93158592e-15,2.70677269e-09,-1.70139309e-07,1.6743265e-07,2,-0.000187035684,0.000159515479,-0.000144451494
0.45,1.57060929,1.90836275,5.07370407e-08,8.57756839e-07,2.73664065e-05,0.0935175448,-0.2,0.093515722,-1.13985056e-05,1.13949029e-05,1.71324746e-05,1.96460956e-15,4.74480348e-09,-1.71551368e-07,1.66806431e-07,2,-0.000187035597,0.000159515251,-0.000144449766
0.452,1.57060929,1.90836275,6.27438178e-08,7.65842178e-07,1.04602377e-05,0.0935174258,-0.2,0.093515722,-1.13981938e-05,1.13945913e-05,1.71322597e-05,1.56708256e-15,5.86764032e-09,-1.53168436e-07,1.47300508e-07,2,-0.000187035479,0.000159515189,-0.000144448152
0.454,1.57060929,1.90836276,6.53970078e-08,6.03622382e-07,-4.52755854e-06,0.0935173475,-0.2,0.093515722,-1.13979385e-05,1.1394336e-05,1.7132052e-05,9.7447324e-16,6.1157547e-09,-1.20724476e-07,1.14608413e-07,2,-0.000187035349,0.000159515271,-0.000144446815
0.456,1.57060929,1.90836276,6.0114859e-08,4.02500301e-07,-1.62431798e-05,0.0935173112,-0.2,0.093515722,-1.13977583e-05,1.13941559e-05,1.71318738e-05,4.34193731e-16,5.62177997e-09,-8.05000602e-08,7.48780526e-08,2,-0.000187035224,0.00015951546,-0.000144445855
0.458,1.57060929,1.90836276,4.89583692e-08,1.92533256e-07,-2.39542966e-05,0.0935173135,-0.2,0.093515722,-1.139766e-05,1.13940576e-05,1.71317401e-05,1.00200281e-16,4.57845516e-09,-3.85066513e-08,3.39280906e-08,2,-0.000187035117,0.000159515714,-0.000144445314
0.46,1.57060929,1.90836276,3.42784187e-08,-7.42261557e-10,-2.75194011e-05,0.0935173469,-0.2,0.093515722,-1.13976396e-05,1.13940372e-05,1.71316578e-05,6.60543684e-19,3.20562678e-09,1.48452311e-10,-3.3540797e-09,2,-0.000187035037,0.000159515994,-0.000144445174
0.462,1.57060929,1.90836276,1.83947351e-08,-1.58387041e-07,-2.72949935e-05,0.093517402,-0.2,0.093515722,-1.13976852e-05,1.13940828e-05,1.7131627e-05,6.71596957e-17,1.72022784e-09,3.16774082e-08,-3.33975818e-08,2,-0.000187034988,0.000159516262,-0.00014444538
0.464,1.57060929,1.90836276,3.33747621e-09,-2.69002522e-07,-2.40036197e-05,0.0935174684,-0.2,0.093515722,-1.13977795e-05,1.1394177e-05,1.71316415e-05,1.93126555e-16,3.12112326e-10,5.38005043e-08,-5.41125602e-08,2,-0.00018703497,0.00015951649,-0.000144445842
0.466,1.57060929,1.90836276,-9.33069327e-09,-3.28641915e-07,-1.85841901e-05,0.0935175366,-0.2,0.093515722,-1.13979027e-05,1.13943002e-05,1.71316915e-05,2.88260639e-16,-8.72583449e-10,6.57283831e-08,-6.48557745e-08,2,-0.00018703498,0.00015951666,-0.000144446463
0.468,1.57060929,1.90836275,-1.86065733e-08,-3.39889127e-07,-1.20451284e-05,0.0935175984,-0.2,0.093515722,-1.13980355e-05,1.1394433e-05,1.71317647e-05,3.08448002e-16,-1.74004205e-09,6.79778254e-08,-6.62377974e-08,2,-0.000187035011,0.000159516762,-0.000144447141
0.47,1.57060929,1.90836275,-2.40577558e-08,-3.10363469e-07,-5.33708028e-06,0.0935176479,-0.2,0.093515722,-1.1398161e-05,1.13945584e-05,1.71318485e-05,2.57333132e-16,-2.24982474e-09,6.20726939e-08,-5.98229105e-08,2,-0.000187035055,0.000159516798,-0.00014444779
0.472,1.57060929,1.90836275,-2.57668962e-08,-2.5092589e-07,7.45015333e-07,0.0935176819,-0.2,0.093515722,-1.13982663e-05,1.13946637e-05,1.71319314e-05,1.6835591e-16,-2.4096604e-09,5.01851779e-08,-4.7775566e-08,2,-0.000187035106,0.000159516776,-0.00014444834
0.474,1.57060929,1.90836275,-2.42275873e-08,-1.73846019e-07,5.6237227e-06,0.0935176992,-0.2,0.093515722,-1.1398343e-05,1.13947404e-05,1.71320042e-05,8.09525395e-17,-2.26570822e-09,3.47692039e-08,-3.2503534e-08,2,-0.000187035156,0.000159516709,-0.000144448747
0.476,1.57060929,1.90836275,-2.02125357e-08,-9.11459063e-08,8.96476812e-06,0.093517701,-0.2,0.093515722,-1.13983878e-05,1.13947852e-05,1.71320604e-05,2.23858464e-17,-1.89022987e-09,1.82291813e-08,-1.63389713e-08,2,-0.0001870352,0.000159516612,-0.000144448992
0.478,1.57060929,1.90836275,-1.46342758e-08,-1.32765596e-08,1.06705006e-05,0.09351769,-0.2,0.093515722,-1.13984014e-05,1.13947987e-05,1.71320966e-05,5.89049964e-19,-1.36856367e-09,2.65531192e-09,-1.28675092e-09,2,-0.000187035234,0.000159516503,-0.000144449075
0.48,1.57060929,1.90836275,-8.4155125e-09,5.17832227e-08,1.0847475e-05,0.0935176696,-0.2,0.093515722,-1.13983879e-05,1.13947853e-05,1.71321125e-05,7.19908486e-18,-7.86999118e-10,-1.03566445e-08,1.11436511e-08,2,-0.000187035255,0.000159516396,-0.000144449018
0.482,1.57060929,1.90836275,-2.3821937e-09,9.89807223e-08,9.75661037e-06,0.0935176441,-0.2,0.093515722,-1.13983539e-05,1.13947513e-05,1.71321099e-05,2.6150707e-17,-2.22777143e-10,-1.97961445e-08,2.00189308e-08,2,-0.000187035264,0.000159516302,-0.000144448852
0.484,1.57060929,1.90836275,2.81275071e-09,1.26226568e-07,7.75541903e-06,0.0935176171,-0.2,0.093515722,-1.13983071e-05,1.13947045e-05,1.71320926e-05,4.25226313e-17,2.63041744e-10,-2.52453136e-08,2.49822769e-08,2,-0.000187035262,0.000159516231,-0.000144448617
0.486,1.57060929,1.90836275,6.73195788e-09,1.3408758e-07,5.23911362e-06,0.0935175922,-0.2,0.093515722,-1.1398255e-05,1.13946525e-05,1.71320651e-05,4.80005898e-17,6.29556492e-10,-2.6817516e-08,2.61879584e-08,2,-0.000187035252,0.000159516186,-0.000144448352
0.488,1.57060929,1.90836275,9.16375861e-09,1.25233774e-07,2.58900793e-06,0.0935175716,-0.2,0.093515722,-1.13982047e-05,1.13946022e-05,1.71320326e-05,4.18931536e-17,8.56972452e-10,-2.50467548e-08,2.41897766e-08,2,-0.000187035235,0.000159516167,-0.000144448093
0.49,1.57060929,1.90836275,1.01047915e-08,1.03747483e-07,1.31464448e-07,0.0935175571,-0.2,0.093515722,-1.13981615e-05,1.1394559e-05,1.71319997e-05,2.8774153e-17,9.44975413e-10,-2.07494965e-08,1.98045136e-08,2,-0.000187035215,0.000159516171,-0.000144447867
0.492,1.57060929,1.90836275,9.72207521e-09,7.43987587e-08,-1.88902503e-06,0.093517549,-0.2,0.093515722,-1.1398129e-05,1.13945265e-05,1.71319701e-05,1.4819362e-17,9.09184645e-10,-1.48797517e-08,1.39705607e-08,2,-0.000187035195,0.000159516195,-0.000144447696
0.494,1.57060929,1.90836275,8.30265702e-09,4.19756489e-08,-3.32283377e-06,0.0935175472,-0.2,0.093515722,-1.1398109e-05,1.13945065e-05,1.71319466e-05,4.73819831e-18,7.76444119e-10,-8.39512978e-09,7.61868202e-09,2,-0.000187035177,0.000159516231,-0.000144447587
0.496,1.57060929,1.90836275,6.19883105e-09,1.07357369e-08,-4.11454949e-06,0.0935175507,-0.2,0.093515722,-1.13981015e-05,1.13944989e-05,1.71319308e-05,3.28636439e-19,5.79699497e-10,-2.14714737e-09,1.56744702e-09,2,-0.000187035163,0.000159516274,-0.000144447543
0.498,1.57060929,1.90836275,3.77604338e-09,-1.5981186e-08,-4.29211154e-06,0.0935175581,-0.2,0.093515722,-1.13981049e-05,1.13945024e-05,1.71319231e-05,6.90026347e-19,3.53126356e-10,3.19623721e-09,-3.54936261e-09,2,-0.000187035154,0.000159516316,-0.000144447556
0.5,1.57060929,1.90836275,1.36885463e-09,-3.59646195e-08,-3.94828153e-06,0.0935175679,-0.2,0.093515722,-1.13981169e-05,1.13945144e-05,1.71319228e-05,3.45326085e-18,1.28011956e-10,7.1929239e-09,-7.3209344e-09,2,-0.000187035149,0.000159516354,-0.000144447614
0.502,1.57060929,1.90836275,-7.51496123e-10,-4.81773672e-08,-3.21805724e-06,0.0935175785,-0.2,0.093515722,-1.13981346e-05,1.13945321e-05,1.71319287e-05,6.19426367e-18,-7.02780977e-11,9.63547343e-09,-9.5651944e-09,2,-0.000187035149,0.000159516384,-0.000144447702
0.504,1.57060929,1.90836275,-2.39630965e-09,-5.26578694e-08,-2.25567248e-06,0.0935175885,-0.2,0.093515722,-1.13981549e-05,1.13945524e-05,1.71319388e-05,7.40219796e-18,-2.240971e-10,1.05315739e-08,-1.03074768e-08,2,-0.000187035153,0.000159516404,-0.000144447805
0.506,1.57060929,1.90836275,-3.46574093e-09,-5.03179934e-08,-1.21344899e-06,0.093517597,-0.2,0.093515722,-1.1398175e-05,1.13945725e-05,1.71319514e-05,6.76232896e-18,-3.24107764e-10,1.00635987e-08,-9.73949172e-09,2,-0.000187035159,0.000159516414,-0.000144447909
0.508,1.57060929,1.90836275,-3.94382822e-09,-4.26785639e-08,-2.24710572e-07,0.0935176032,-0.2,0.093515722,-1.13981927e-05,1.13945901e-05,1.71319644e-05,4.86840548e-18,-3.68817363e-10,8.53571278e-09,-8.16689657e-09,2,-0.000187035167,0.000159516413,-0.000144448
0.51,1.57060929,1.90836275,-3.88489308e-09,-3.15841814e-08,6.0777589e-07,0.0935176068,-0.2,0.093515722,-1.13982063e-05,1.13946037e-05,1.71319764e-05,2.66974344e-18,-3.63305904e-10,6.31683628e-09,-5.95353142e-09,2,-0.000187035175,0.000159516405,-0.000144448072
0.512,1.57060929,1.90836275,-3.39440665e-09,-1.89336325e-08,1.21791402e-06,0.093517608,-0.2,0.093515722,-1.13982151e-05,1.13946125e-05,1.71319862e-05,9.62666264e-19,-3.1743679e-10,3.7867265e-09,-3.46929036e-09,2,-0.000187035182,0.000159516392,-0.00014444812
0.514,1.57060929,1.90836275,-2.60760286e-09,-6.45367128e-09,1.57719092e-06,0.093517607,-0.2,0.093515722,-1.1398219e-05,1.13946164e-05,1.7131993e-05,1.14838898e-19,-2.43856779e-10,1.29073426e-09,-1.04687768e-09,2,-0.000187035188,0.000159516375,-0.000144448142
0.516,1.57060929,1.90836275,-1.66856217e-09,4.46593216e-09,1.69075749e-06,0.0935176043,-0.2,0.093515722,-1.13982184e-05,1.13946158e-05,1.71319966e-05,5.48426765e-20,-1.56039936e-10,-8.93186431e-10,1.04922648e-09,2,-0.000187035192,0.000159516358,-0.000144448141
0.518,1.57060929,1.90836275,-7.1222518e-10,1.28687016e-08,1.59093051e-06,0.0935176006,-0.2,0.093515722,-1.13982142e-05,1.13946117e-05,1.71319972e-05,4.42299095e-19,-6.66055899e-11,-2.57374032e-09,2.64034613e-09,2,-0.000187035194,0.000159516343,-0.000144448121
0.52,1.57060929,1.90836275,1.49332303e-10,1.82606695e-08,1.32829546e-06,0.0935175965,-0.2,0.093515722,-1.13982076e-05,1.1394605e-05,1.71319953e-05,8.898767e-19,1.3965198e-11,-3.65213391e-09,3.63816888e-09,2,-0.000187035194,0.000159516331,-0.000144448088
0.522,1.57060929,1.90836275,8.35434287e-10,2.05815568e-08,9.6267381e-07,0.0935175924,-0.2,0.093515722,-1.13981997e-05,1.13945972e-05,1.71319916e-05,1.13072738e-18,7.81278031e-11,-4.11631137e-09,4.03818359e-09,2,-0.000187035193,0.000159516322,-0.000144448048
0.524,1.57060929,1.90836275,1.30021269e-09,2.01318971e-08,5.54705212e-07,0.093517589,-0.2,0.093515722,-1.13981917e-05,1.13945892e-05,1.71319868e-05,1.08236073e-18,1.21592756e-10,-4.02637942e-09,3.90478656e-09,2,-0.000187035191,0.000159516318,-0.000144448007
0.526,1.57060929,1.90836275,1.53144909e-09,1.74724512e-08,1.58611285e-07,0.0935175863,-0.2,0.093515722,-1.13981846e-05,1.1394582e-05,1.71319816e-05,8.1583531e-19,1.43217422e-10,-3.49449023e-09,3.35127264e-09,2,-0.000187035188,0.000159516317,-0.00014444797
0.528,1.57060929,1.90836275,1.54577219e-09,1.33124615e-08,-1.82727507e-07,0.0935175847,-0.2,0.093515722,-1.13981789e-05,1.13945763e-05,1.71319768e-05,4.74138751e-19,1.44556882e-10,-2.6624923e-09,2.51793525e-09,2,-0.000187035185,0.00015951632,-0.00014444794
0.53,1.57060929,1.90836275,1.38143702e-09,8.40161279e-09,-4.40487123e-07,0.0935175841,-0.2,0.093515722,-1.1398175e-05,1.13945725e-05,1.71319728e-05,1.89359822e-19,1.29188653e-10,-1.68032256e-09,1.55113379e-09,2,-0.000187035182,0.000159516325,-0.000144447919
0.532,1.57060929,1.90836275,1.0900109e-09,3.43723122e-09,-6.0065481e-07,0.0935175843,-0.2,0.093515722,-1.13981731e-05,1.13945706e-05,1.71319699e-05,3.21679352e-20,1.01935186e-10,-6.87446243e-10,5.85511013e-10,2,-0.00018703518,0.000159516331,-0.000144447909
0.534,1.57060929,1.90836275,7.28060773e-10,-1.00552774e-09,-6.62965085e-07,0.0935175853,-0.2,0.093515722,-1.13981731e-05,1.13945705e-05,1.71319682e-05,3.00097331e-21,6.80864854e-11,2.01105548e-10,-2.69192023e-10,2,-0.000187035178,0.000159516338,-0.000144447908
0.536,1.57060929,1.90836275,3.49775692e-10,-4.51668932e-09,-6.38316326e-07,0.0935175867,-0.2,0.093515722,-1.13981745e-05,1.13945719e-05,1.71319678e-05,5.45231794e-20,3.27101786e-11,9.03337863e-10,-9.36048008e-10,2,-0.000187035177,0.000159516344,-0.000144447914
0.538,1.57060929,1.90836275,1.22784618e-12,-6.86776609e-09,-5.45538563e-07,0.0935175883,-0.2,0.093515722,-1.13981769e-05,1.13945744e-05,1.71319683e-05,1.2587267e-19,1.14825213e-13,1.37355322e-09,-1.37366801e-09,2,-0.000187035177,0.000159516349,-0.000144447926
0.54,1.57060929,1.90836275,-2.83352817e-10,-8.00437567e-09,-4.07695676e-07,0.0935175899,-0.2,0.093515722,-1.139818e-05,1.13945774e-05,1.71319697e-05,1.71012035e-19,-2.64984726e-11,1.60087513e-09,-1.57437665e-09,2,-0.000187035177,0.000159516353,-0.000144447942
0.542,1.57060929,1.90836275,-4.83327407e-10,-8.02046205e-09,-2.48763031e-07,0.0935175913,-0.2,0.093515722,-1.13981831e-05,1.13945806e-05,1.71319715e-05,1.71773991e-19,-4.51996149e-11,1.60409241e-09,-1.55889281e-09,2,-0.000187035178,0.000159516355,-0.000144447958
0.544,1.57060929,1.90836275,-5.91485352e-10,-7.1202784e-09,-9.07622539e-08,0.0935175924,-0.2,0.093515722,-1.1398186e-05,1.13945835e-05,1.71319735e-05,1.35463742e-19,-5.53142861e-11,1.42405568e-09,-1.36874142e-09,2,-0.000187035179,0.000159516355,-0.000144447973
0.546,1.57060929,1.90836275,-6.12399867e-10,-5.57483311e-09,4.85627562e-08,0.0935175931,-0.2,0.093515722,-1.13981884e-05,1.13945858e-05,1.71319755e-05,8.31249064e-20,-5.72701616e-11,1.11496662e-09,-1.05769649e-09,2,-0.00018703518,0.000159516354,-0.000144447985
0.548,1.57060929,1.90836275,-5.59727616e-10,-3.67880788e-09,1.56669475e-07,0.0935175935,-0.2,0.093515722,-1.139819e-05,1.13945875e-05,1.71319771e-05,3.62776025e-20,-5.23443796e-11,7.35761575e-10,-6.83417215e-10,2,-0.000187035181,0.000159516353,-0.000144447994
0.55,1.57060929,1.90836275,-4.53008336e-10,-1.71256036e-09,2.27114865e-07,0.0935175934,-0.2,0.093515722,-1.13981909e-05,1.13945884e-05,1.71319784e-05,7.93624809e-21,-4.23642494e-11,3.42512071e-10,-3.00147831e-10,2,-0.000187035182,0.00015951635,-0.000144447999
0.552,1.57060929,1.90836275,-3.14329851e-10,8.70697355e-11,2.58694004e-07,0.0935175931,-0.2,0.093515722,-1.13981911e-05,1.13945885e-05,1.71319791e-05,7.58400815e-23,-2.93953711e-11,-1.74139471e-11,4.68093185e-11,2,-0.000187035183,0.000159516348,-0.000144448
0.554,1.57060929,1.90836275,-1.65362956e-10,1.54581406e-09,2.55051346e-07,0.0935175926,-0.2,0.093515722,-1.13981906e-05,1.13945881e-05,1.71319794e-05,6.39421018e-21,-1.54643456e-11,-3.09162812e-10,3.24627162e-10,2,-0.000187035183,0.000159516345,-0.000144447998
0.556,1.57060929,1.90836275,-2.4959958e-11,2.56024187e-09,2.23006042e-07,0.0935175919,-0.2,0.093515722,-1.13981897e-05,1.13945872e-05,1.71319792e-05,1.74937414e-20,-2.33419516e-12,-5.12048374e-10,5.14382574e-10,2,-0.000187035184,0.000159516343,-0.000144447994
0.558,1.57060929,1.90836275,9.24609046e-11,3.09655047e-09,1.71474597e-07,0.0935175913,-0.2,0.093515722,-1.13981886e-05,1.1394586e-05,1.71319787e-05,2.55918563e-20,8.64672109e-12,-6.19310093e-10,6.10663374e-10,2,-0.000187035184,0.000159516341,-0.000144447988
0.56,1.57060929,1.90836275,1.77755395e-10,3.18160475e-09,1.09889935e-07,0.0935175907,-0.2,0.093515722,-1.13981873e-05,1.13945848e-05,1.7131978e-05,2.70277488e-20,1.66232563e-11,-6.36320949e-10,6.19697692e-10,2,-0.000187035183,0.00015951634,-0.000144447981
0.562,1.57060929,1.90836275,2.27123071e-10,2.88872131e-09,4.70963274e-08,0.0935175903,-0.2,0.093515722,-1.13981862e-05,1.13945836e-05,1.71319773e-05,2.22936024e-20,2.12400023e-11,-5.77744263e-10,5.56504257e-10,2,-0.000187035183,0.00015951634,-0.000144447975
0.564,1.57060929,1.90836275,2.41546752e-10,2.32076183e-09,-9.48628256e-09,0.09351759,-0.2,0.093515722,-1.13981852e-05,1.13945826e-05,1.71319765e-05,1.44020109e-20,2.25888701e-11,-4.64152366e-10,4.41563491e-10,2,-0.000187035182,0.00015951634,-0.00014444797
0.566,1.57060929,1.90836275,2.2581416e-10,1.5929838e-09,-5.45959545e-08,0.0935175898,-0.2,0.093515722,-1.13981845e-05,1.13945819e-05,1.71319758e-05,6.798013e-21,2.1117596e-11,-3.18596759e-10,2.9747916e-10,2,-0.000187035182,0.000159516341,-0.000144447967
0.568,1.57060929,1.90836275,1.87259828e-10,8.17659396e-10,-8.51735135e-08,0.0935175898,-0.2,0.093515722,-1.13981841e-05,1.13945815e-05,1.71319753e-05,1.80273168e-21,1.75120878e-11,-1.63531879e-10,1.4601979e-10,2,-0.000187035181,0.000159516342,-0.000144447964
0.57,1.57060929,1.90836275,1.34470624e-10,9.18203278e-11,-1.00428711e-07,0.0935175899,-0.2,0.093515722,-1.1398184e-05,1.13945814e-05,1.7131975e-05,3.25479179e-23,1.25753686e-11,-1.83640656e-11,5.78869673e-12,2,-0.000187035181,0.000159516343,-0.000144447964
0.572,1.57060929,1.90836275,7.60832787e-11,-5.10993884e-10,-1.01478674e-07,0.0935175901,-0.2,0.093515722,-1.13981841e-05,1.13945815e-05,1.71319748e-05,7.0037287e-22,7.11512487e-12,1.02198777e-10,-1.09313901e-10,2,-0.000187035181,0.000159516344,-0.000144447964
0.574,1.57060929,1.90836275,1.9764089e-11,-9.44744832e-10,-9.0735976e-08,0.0935175903,-0.2,0.093515722,-1.13981844e-05,1.13945819e-05,1.71319748e-05,2.38228951e-21,1.84828998e-12,1.88948966e-10,-1.90797256e-10,2,-0.000187035181,0.000159516345,-0.000144447966
0.576,1.57060929,1.90836275,-2.84442459e-11,-1.19114875e-09,-7.16451964e-08,0.0935175906,-0.2,0.093515722,-1.13981849e-05,1.13945823e-05,1.7131975e-05,3.78665181e-21,-2.66003734e-12,2.3822975e-10,-2.35569712e-10,2,-0.000187035181,0.000159516345,-0.000144447968
0.578,1.57060929,1.90836275,-6.45501987e-11,-1.2565971e-09,-4.79227316e-08,0.0935175908,-0.2,0.093515722,-1.13981854e-05,1.13945828e-05,1.71319753e-05,4.21571213e-21,-6.03657907e-12,2.5131942e-10,-2.45282841e-10,2,-0.000187035181,0.000159516346,-0.000144447971
0.58,1.57060929,1.90836275,-8.66627725e-11,-1.16691384e-09,-2.31036752e-08,0.093517591,-0.2,0.093515722,-1.13981858e-05,1.13945833e-05,1.71319756e-05,3.63740012e-21,-8.10449372e-12,2.33382768e-10,-2.25278275e-10,2,-0.000187035181,0.000159516346,-0.000144447973
0.582,1.57060929,1.90836275,-9.48433037e-11,-9.60837937e-10,-1.97877022e-10,0.0935175911,-0.2,0.093515722,-1.13981862e-05,1.13945837e-05,1.71319759e-05,2.46813855e-21,-8.8695173e-12,1.92167587e-10,-1.83298071e-10,2,-0.000187035181,0.000159516346,-0.000144447975
0.584,1.57060929,1.90836275,-9.07170989e-11,-6.8324777e-10,1.85023955e-08,0.0935175912,-0.2,0.093515722,-1.13981865e-05,1.1394584e-05,1.71319762e-05,1.24997786e-21,-8.48364457e-12,1.36649554e-10,-1.2816591e-10,2,-0.000187035182,0.000159516346,-0.000144447977
0.586,1.57060929,1.90836275,-7.70211525e-11,-3.78902295e-10,3.16588761e-08,0.0935175912,-0.2,0.093515722,-1.13981867e-05,1.13945842e-05,1.71319764e-05,3.86247074e-22,-7.20283266e-12,7.5780459e-11,-6.85776266e-11,2,-0.000187035182,0.000159516345,-0.000144447978
0.588,1.57060929,1.90836275,-5.70712162e-11,-8.73793489e-11,3.87790725e-08,0.0935175912,-0.2,0.093515722,-1.13981868e-05,1.13945842e-05,1.71319765e-05,2.21653103e-23,-5.33716267e-12,1.74758698e-11,-1.21387072e-11,2,-0.000187035182,0.000159516345,-0.000144447978
0.59,1.57060929,1.90836275,-3.42914746e-11,1.60483869e-10,4.01992748e-08,0.0935175911,-0.2,0.093515722,-1.13981867e-05,1.13945842e-05,1.71319766e-05,6.94329392e-23,-3.2068561e-12,-3.20967738e-11,3.530363e-11,2,-0.000187035182,0.000159516345,-0.000144447978
0.592,1.57060929,1.90836275,-1.17946547e-11,3.44473835e-10,3.67548478e-08,0.093517591,-0.2,0.093515722,-1.13981866e-05,1.13945841e-05,1.71319766e-05,3.16782446e-22,-1.10300769e-12,-6.8894767e-11,6.99977748e-11,2,-0.000187035182,0.000159516344,-0.000144447977
0.594,1.57060929,1.90836275,7.90468277e-12,4.55401988e-10,2.97789713e-08,0.0935175909,-0.2,0.093515722,-1.13981864e-05,1.13945839e-05,1.71319765e-05,5.53473173e-22,7.3922689e-13,-9.10803976e-11,9.03411708e-11,2,-0.000187035182,0.000159516344,-0.000144447976
0.596,1.57060929,1.90836275,2.30845312e-11,4.94064477e-10,2.06789535e-08,0.0935175908,-0.2,0.093515722,-1.13981863e-05,1.13945837e-05,1.71319764e-05,6.51643634e-22,2.15880974e-12,-9.88128954e-11,9.66540857e-11,2,-0.000187035182,0.000159516344,-0.000144447975
0.598,1.57060929,1.90836275,3.28428249e-11,4.69348385e-10,1.091108e-08,0.0935175908,-0.2,0.093515722,-1.13981861e-05,1.13945835e-05,1.71319763e-05,5.88373222e-22,3.07138186e-12,-9.38696769e-11,9.0798295e-11,2,-0.000187035182,0.000159516344,-0.000144447975
0.6,1.57060929,1.90836275,3.70647029e-11,3.95726251e-10,1.67580705e-09,0.0935175907,-0.2,0.093515722,-1.13981859e-05,1.13945834e-05,1.71319762e-05,4.18578212e-22,3.46620171e-12,-7.91452501e-11,7.56790483e-11,2,-0.000187035182,0.000159516344,-0.000144447974
